,RMGR,AIYR,AIYL,RMEV,AIZL,AIZR,RIAR,RIAL,RIBL,RIH,SAADL,ASGR,AVL,RIR,RIVR,ADFL,RIVL,ADFR,SMBVR,SMBVL,AIAR,PVT,DVC,AVKL,AVKR,ASIR,FLPL,AWAR,AIMR,AIBL,BDUR,SIAVR,SIAVL,BWM-VR07,ASHL,SMDDR,PVQR,RIFR,DVA,PVCR,AWAL,AIAL,BWM-VL07,BWM-VR03,BWM-VR01,BWM-VR02,BWM-VR04,BWM-VL01,BWM-VL04,BWM-VL06,BWM-VL02,BWM-VL08,BWM-VR08,BWM-VR06,BWM-VR05,ASJL,PVQL,AIML,ASGL,RMGL,BDUL,AVBR,BWM-VL03,BWM-VL05,PVCL,AUAL,PVPL,ADLL,AWCR,URBL,AVAL,ALML,AINL,ADLR,AVER,AVEL,SIBDR,RIMR,RIML,RIGL,AVHL,AVJL,SMBDR,SAAVL,ASJR,URBR,ASKL,SMBDL,AVHR,AVJR,BWM-DL06,URYVR,ASER,URXR,BWM-DL07,BWM-DL05,BWM-DL02,BWM-DL04,BWM-DL08,ALA,BWM-DR08,BWM-DR03,BWM-DR07,BWM-DR01,BWM-DL01,BWM-DR05,BWM-DL03,RIS,AVAR,AWCL,RIBR,OLQDR,BWM-DR06,BWM-DR02,BWM-DR04,SIADL,RMEL,URYDR,URYDL,IL2DR,OLQDL,SMDDL,SMDVR,IL2R,IL1L,IL1DL,IL2DL,URADL,IL1VR,IL1DR,RIPL,URADR,URAVR,OLQVR,IL2VR,URAVL,IL1VL,IL2VL,OLQVL,IL1R,OLLL,OLLR,IL2L,RMED,RMER,CEPDL,URYVL,RIPR,URXL,CEPDR,RMDVL,RMDVR,RMDR,RMDL,SIADR,SIBDL,ALMR,AINR,SIBVL,BAGL,BAGR,CEPVR,CEPVL,SIBVR,RID,RICR,RICL,AVDL,AVDR,RIFL,AUAR,ASIL,PVR,AIBR,ASHR,ADAR,AVBL,RIGR,ADAL,AFDR,ASEL,AWBL,AWBR,PVPR,RMDDR,SAADR,SAAVR,ADEL,ADER,SMDVL,RMDDL,AFDL,ASKR,FLPR,CANR,CANL,DB1,excgl,excduct,SABD
ADLL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,481024,58880,0,0,0,0,0,0,0,0,451584,0,0,0,0,340224,0,0,0,0,0,570880,236032,0,0,0,0,0,0,0,0,0,0,0,0,0,11520,320000,0,0,308224,0,0,0,0,19456,0,512,0,0,0,23808,0,0,239104,0,0,6656,0,0,0,35840,103424,0,0,0,0,1812224,0,54272,131840,0,0,0,0,0,0,0,0,0,811264,0,0,0,0,0,0,0,0,0,1214208,0,0,0,0,0,0,0,0,17664,0,768,0,0,0,18944,18688,24576,0,0,0,0,0,0,0,0,0,0,0,36864,0,78848,0,128768,0,0,10496,100608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78080,148992,0,0,457472,0,0,0,0,13824,0,98048,0,314112,235776,0,0,0,0,0,0,0,0,0,0,117504,0,0,216320,0,0,0,0
AWCR,0,474624,1308672,0,595456,43776,0,38912,0,0,0,718592,0,0,0,39936,0,0,0,0,1430016,0,0,0,0,2263296,0,0,3328,459520,0,0,0,0,0,0,0,0,0,0,67072,867072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284672,0,0,0,0,0,0,21760,0,0,0,0,0,0,65792,913408,0,0,224256,92928,0,0,0,1792,0,7680,0,0,0,0,0,0,0,0,2367488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,768,2196224,145152,12800,0,0,0,0,0,13824,11520,23040,12800,0,0,27136,0,33792,38656,1024,0,28160,0,0,0,0,0,0,0,0,0,17152,0,22528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,949248,0,89856,5376,87040,164864,0,0,0,0,0,0,0,0,943616,0,1264384,0,0,0,0,0,200192,269824,0,176896,0,0,0,0,0,0,0,0,576000,171520,0,0,0,0,0,0,0
URBL,0,0,0,0,0,0,0,49664,0,0,1024,0,18688,0,0,0,146432,0,0,74496,0,13056,0,0,0,0,0,0,0,0,0,0,205312,0,0,57600,0,0,0,0,0,0,0,0,0,0,0,0,459520,10496,373504,5888,0,0,0,0,0,0,0,0,0,0,0,0,37376,0,0,0,0,0,54784,184832,0,0,0,14336,0,0,16128,0,0,0,416768,55808,0,0,0,141056,0,59648,10240,0,0,0,0,0,736256,163328,0,0,0,0,0,0,0,0,0,0,61440,0,0,0,0,0,0,0,0,0,0,0,195328,0,0,0,1181952,0,0,0,0,0,0,0,0,0,0,0,0,0,61952,0,1064960,0,940544,0,19712,631808,3072,0,325632,0,0,0,322304,87808,116736,413696,0,0,215552,0,0,0,514816,352000,7424,393216,674048,65536,384256,95232,0,0,313600,0,0,0,0,0,391424,0,0,0,0,0,181248,126464,0,0,0,153856,0,0,0,0,0,0,0,0,0,0
AVAL,0,0,0,0,30976,0,168192,438272,290048,61696,227840,0,0,30976,199424,0,455936,0,0,0,0,0,649216,5376,0,0,473344,0,0,716288,0,0,124416,0,114432,995584,0,0,222208,0,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5632,0,355584,0,0,124416,169984,68352,23808,0,54784,22272,13568,0,0,67584,0,2816,957952,317952,16640,0,0,48128,1363456,0,0,0,8960,175104,42752,0,53760,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516352,0,0,0,0,0,0,0,0,82176,104704,0,0,141312,136704,0,77312,0,256,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,0,0,0,0,60416,0,0,8704,0,70144,0,19456,207616,180224,40704,0,62720,10240,68352,325888,0,0,206336,201728,591616,733184,290560,27392,0,0,0,0,61184,0,811264,245248,78080,403712,0,0,112384,0,369664,32768,272128,652288,347136,267520,164608,125184,0,0,94720,0,0,0,0,0,0
ALML,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15360,0,250624,0,307968,496128,0,0,0,64256,0,0,0,0,184832,13568,0,88832,0,0,50432,318720,0,0,0,166656,117760,275456,0,0,0,0,0,0,9984,0,0,0,0,0,0,0,0,0,1280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55552,0,0,516096,7936,0,271360,0,0,0,0,0,101120,3584,0,0,16896,0,0,0,439296,111360,7424,79360,0,326400,179200,288512,0,0,1086208,0,0,0,277248,0,258048,0,0,0,0,0,6656,134656,0,0,0,0,0,0,0,0,0,0,0,24320,0,0
AINL,0,48128,16640,1536,0,0,21504,0,107520,0,0,254464,0,0,49664,0,0,99584,0,0,85248,0,0,0,0,172544,0,0,0,140544,0,0,0,0,0,0,0,0,0,0,0,44544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70656,0,0,0,0,0,0,441344,0,0,65792,0,0,88832,0,0,0,0,76032,0,0,0,100864,159232,0,0,0,5888,139264,0,0,0,0,0,33280,44288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38912,327680,296448,51200,0,0,0,0,0,25344,0,20992,0,0,20736,58880,0,37888,48896,0,0,23040,0,0,0,4352,0,0,0,0,0,63744,0,56320,0,0,0,95232,0,0,57856,20992,0,0,0,0,72192,5888,0,1149952,0,1475584,166656,39680,0,0,640512,0,0,6144,0,0,2186752,256,0,337664,0,0,0,0,0,1679360,605952,0,0,0,0,0,14848,0,0,0,0,174336,0,0,0,0,0,0,0,0
ADLR,48640,3072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,809984,0,267520,0,0,0,0,179200,0,336384,0,0,0,0,0,0,0,0,503552,1024,0,135936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4864,0,0,0,0,0,239104,913408,0,0,0,0,0,0,0,0,0,0,0,32768,97792,0,0,187136,0,0,0,0,133632,0,18944,522240,0,0,0,0,0,0,638976,0,0,0,0,0,0,0,0,0,252672,0,44544,0,0,0,0,0,13824,0,0,0,0,0,40192,0,0,0,0,0,37120,0,0,0,22784,0,0,0,0,0,20992,0,91136,0,0,0,0,0,0,0,0,0,0,0,0,0,36864,0,0,0,0,0,0,0,0,0,0,0,103424,40704,0,0,0,0,692736,182272,101632,87296,0,0,0,0,0,219904,177664,0,0,0,0,0,0,0,0,1359104,0,99584,0,0,0,0,0
AVER,143104,0,0,65792,323584,1260032,0,88832,1271296,51200,195840,0,60672,167424,173824,0,43264,0,30720,0,0,0,146176,600064,730880,0,0,0,154880,344576,0,0,308992,0,0,347648,20480,83712,259328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3328,0,346368,0,0,37632,0,204288,0,0,0,67584,0,0,0,0,113920,0,489472,349184,96768,0,75264,8448,57088,22784,11008,0,47616,100096,0,0,0,0,203008,0,0,0,0,0,96256,0,0,0,0,0,0,0,476928,12800,0,520960,0,0,0,0,299264,33280,103936,748288,0,271360,65280,432640,61440,202752,0,0,0,0,0,0,0,0,0,0,0,22016,0,56832,183552,1654272,0,0,15104,0,465152,680960,0,0,1792,211200,35072,208128,0,0,0,155904,0,174592,546816,17152,0,360192,1536,0,0,50176,542208,0,0,422144,0,0,471296,0,66048,4608,111616,1280,0,0,0,6144,0,0,83456,0,0,0,0,290560,0,0,0,0,0,0,0,0,0
AVEL,0,5888,0,101888,1522688,505600,44288,0,283136,0,88320,0,0,145152,39680,0,130560,0,18432,57856,0,84736,76032,775936,513792,0,0,0,0,790272,0,441856,0,0,9984,15104,0,0,385280,210432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64768,0,141056,0,248832,0,0,0,0,127744,311552,0,0,0,14336,0,50432,0,0,113920,0,51456,298240,477440,189952,199168,19200,0,116224,0,0,0,18176,0,48384,0,887296,0,0,0,0,0,0,0,137472,0,0,0,0,0,0,0,589312,0,0,1317120,180992,0,0,0,1280,0,315392,272896,0,0,317952,0,0,175104,0,75008,0,1280,0,0,0,0,46336,0,0,0,0,0,271872,0,1724928,179968,37120,50688,0,0,0,67072,311552,71168,325376,0,212992,325376,0,0,0,0,0,1046016,269824,0,2816,115712,14848,0,0,691456,89856,0,0,59904,208640,0,119040,409600,26624,61952,0,0,0,0,54528,196864,223488,39168,0,0,528128,0,0,0,7424,0,0,0,0,0,0
SIBDR,198912,229376,0,0,1536,212992,96512,0,0,0,23040,0,0,22272,449792,0,217856,0,828928,0,0,0,0,0,0,0,0,0,0,0,0,1528320,38912,0,30720,406272,0,0,155904,0,0,0,0,0,0,0,0,0,0,0,0,0,35328,45568,0,32256,0,43264,0,0,0,0,0,0,2816,0,0,6656,224256,0,2816,318720,76032,0,0,51456,0,500480,460032,0,7168,0,1553408,244224,0,294144,0,183808,58368,47872,0,33024,0,0,0,0,0,0,0,24320,0,0,0,0,0,0,0,14848,76544,0,203520,0,0,0,0,56832,0,6144,105728,0,0,40960,119808,9216,0,0,0,0,38656,0,0,5376,21760,198656,19968,0,0,0,0,0,0,64256,0,0,0,0,0,0,44288,0,205568,3840,0,437760,768000,218112,17920,14592,200704,58368,40192,96000,0,1202432,4096,555776,194048,47872,89088,0,62720,0,35328,61952,0,423168,364544,0,173824,70144,0,0,0,264448,69120,249344,95488,0,0,76800,81408,0,0,0,0,0,78336,0,0,0
RIMR,0,116480,0,19712,0,1423104,196608,0,104448,0,1919488,0,243712,0,565248,0,110592,0,220416,0,0,0,128000,796672,1134336,2304,0,0,0,2302464,0,254720,0,0,0,591616,0,341760,16128,259072,0,0,0,0,0,0,0,0,45824,131584,0,0,0,0,0,0,0,0,0,70912,0,199168,0,0,0,0,0,0,92928,0,957952,0,0,0,489472,298240,500480,0,385536,69888,0,0,67840,2089984,0,0,0,0,0,1024,0,7936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,986880,318720,0,514048,0,0,0,0,186624,0,93696,0,0,0,1403136,991232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12800,0,0,0,0,0,0,0,0,0,0,0,564992,842496,459520,23040,0,0,40704,85248,26880,0,0,278016,0,152320,117504,49920,83200,0,240384,0,0,192768,357632,1131776,222464,700160,151808,0,0,0,1792,8448,0,1167360,1368576,0,0,755200,0,0,0,0,0,0,151552,0,0,0
RIML,103424,0,191232,70912,1856512,0,0,247296,575488,0,1125888,0,166912,512,127744,0,657664,0,0,148224,0,17920,108032,1303552,1164800,0,0,0,0,241920,0,0,207360,0,250368,1016064,0,0,94976,0,0,0,0,0,0,0,194048,0,0,0,0,0,0,114432,0,0,0,0,0,0,0,439808,0,0,192512,196608,3840,0,0,16128,317952,0,0,0,349184,477440,460032,385536,0,238336,0,0,0,1414656,0,0,0,151552,0,20480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,968704,1100544,208896,26112,0,0,0,0,623616,0,0,93952,0,0,558592,803584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15616,0,0,0,0,0,0,0,0,0,0,0,816640,206592,114176,592128,0,18944,402176,0,112384,0,0,186624,91904,160256,80640,56064,89600,264448,0,31488,0,2302720,0,0,352768,180224,447488,0,0,0,0,0,0,1800192,2614272,0,0,944384,0,0,0,0,0,0,0,0,0,0
RIGL,0,0,0,261376,1047040,22016,0,261376,203008,354048,1193472,0,34816,446976,363264,0,0,0,90368,204544,0,1161728,2210048,519680,362752,0,0,0,0,0,0,0,0,0,0,0,0,0,55808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264448,0,202496,0,0,49152,0,142592,0,0,0,16640,0,0,0,96768,189952,0,69888,238336,0,0,0,4864,231936,0,0,0,535552,144896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350464,83712,0,399360,0,276224,38144,0,0,0,24576,0,0,0,0,0,0,0,0,0,82432,42240,67584,136192,0,440832,0,0,32768,0,0,224000,0,81152,0,0,0,0,0,0,33024,0,0,226560,9216,1054208,0,20736,0,662016,0,0,0,240384,0,0,0,0,1430272,0,0,0,798720,14336,0,0,0,0,0,0,497408,400384,126464,347392,0,0,0,0,0,0,0,0,31488,37632,0
AVHL,0,41216,0,0,0,522752,0,0,0,0,0,0,0,913408,0,0,61184,648960,81408,0,0,0,0,0,0,0,0,144640,0,0,68352,4096,0,0,204800,0,32000,175616,640768,523520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3072,0,103936,0,0,4864,311040,0,0,171008,0,44800,35840,0,0,0,166656,100864,32768,0,199168,7168,0,0,0,0,709888,0,0,0,0,0,0,97280,196352,0,121344,31488,95232,0,0,0,0,0,11776,0,0,0,0,0,0,0,37376,163328,0,0,0,0,0,0,0,0,0,23808,0,28160,0,0,0,0,27392,59136,0,0,0,0,0,0,52480,0,0,0,0,0,0,0,0,0,0,0,100608,0,0,32768,0,0,0,0,0,163072,0,0,0,65536,34816,0,0,0,24832,0,11008,0,270080,0,236032,0,17152,2304,0,722688,384256,908544,0,0,7424,0,0,499200,1256448,0,0,0,0,0,100608,0,0,0,94208,0,0,0,0,0,0
AVJL,50176,347392,0,0,0,0,0,0,0,0,31488,0,0,0,11264,0,0,0,89088,0,30464,0,0,0,0,0,88576,0,32000,0,499200,4608,0,0,79360,0,6912,1361152,105472,1295360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,0,36352,0,0,531200,1057792,0,0,46080,0,0,103424,1792,0,0,117760,159232,97792,75264,19200,0,0,0,0,709888,0,0,0,0,35840,1280,0,65792,289024,0,26112,0,0,0,0,0,0,0,19200,0,0,0,0,0,0,0,253440,87808,0,0,16896,0,0,0,23296,0,94720,22272,0,24064,0,0,0,0,33280,3328,0,0,0,0,47616,0,40192,0,0,0,0,0,0,93440,0,0,0,0,0,0,0,17664,2304,0,0,0,0,512,34048,7936,0,34816,0,0,7424,0,0,0,0,68352,657152,49152,186624,0,38656,117760,0,208640,173568,393472,0,21504,0,0,0,47360,68096,0,0,0,0,0,30208,0,0,0,173056,0,0,0,3584,0,0
SMBDR,287232,7168,88064,0,119296,918272,120320,0,0,0,70144,0,347392,0,54016,0,147456,179200,1751808,212736,0,0,0,365824,249856,0,0,0,0,381184,0,668928,8960,0,0,436480,0,0,210944,167680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2304,0,0,0,0,0,0,0,0,360704,0,0,0,0,416768,48128,275456,0,0,8448,0,1553408,67840,0,4864,0,0,0,796416,0,0,0,193792,0,11776,0,86528,0,0,43008,221952,45312,162048,185856,0,0,0,0,0,196352,0,196864,30720,0,0,0,0,0,0,0,0,0,10240,0,0,833792,0,15872,0,0,2048,0,86016,2560,0,0,0,768,0,2048,0,0,0,0,0,11520,0,0,153600,0,117248,0,0,0,0,0,0,0,0,1449216,454400,0,0,1531904,0,0,0,0,750336,0,267520,196352,1792,0,0,0,0,42240,0,0,268800,0,515072,56320,0,0,0,0,0,887040,354048,34816,0,0,0,50176,0,0,56576,0,0,0,0,0,0
SAAVL,149248,0,0,0,0,0,83456,384768,0,269312,92928,19456,0,0,158720,0,415488,0,412672,0,0,0,168448,15360,151808,29440,0,0,0,174080,0,260352,43776,0,0,2038784,0,0,66304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,708608,0,34304,0,0,0,13568,0,0,7680,55808,1363456,0,0,0,57088,116224,244224,2089984,1414656,231936,0,0,796416,0,38656,0,0,119552,0,0,0,0,35840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,1196032,0,0,0,0,0,0,255488,0,32000,79104,0,0,551936,264192,0,90112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239616,0,28160,0,1024,106496,0,30464,33792,45824,50688,0,0,0,0,83968,158464,40960,8192,0,0,6656,0,40192,0,115456,1024,728320,26624,0,0,0,0,0,22528,933888,736512,0,105472,872704,0,5376,27648,0,0,0,0,147968,0,135680
ASJR,88064,0,0,0,0,0,0,0,0,0,0,202496,0,0,0,0,0,0,130304,0,622592,0,0,0,0,173312,0,139008,1543424,0,0,0,0,0,0,0,2034688,78592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,479744,0,5376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187136,22784,0,0,0,0,0,0,0,0,38656,0,5376,512,0,30720,512,0,0,258560,35584,0,0,0,0,0,486400,0,0,0,0,0,0,0,0,0,0,24576,17920,0,0,0,26624,0,27392,0,0,0,26624,0,64256,0,0,0,0,0,67328,0,0,0,0,0,0,0,0,0,48896,0,51456,0,0,0,0,0,0,0,0,0,0,0,0,0,23040,80640,16640,0,0,0,52992,0,0,0,0,0,0,37120,0,768,0,0,0,1280,0,0,0,0,0,0,0,67584,0,0,0,0,0,0,0,0,0,1333248,0,0,0,0,0,0,39936
URBR,0,0,0,0,0,0,8192,0,0,0,201728,0,5120,0,211456,0,0,0,23808,0,0,0,0,0,0,0,0,0,0,0,16640,143104,0,0,0,0,0,99072,101888,0,0,0,0,0,0,58880,370688,0,0,0,0,0,32768,0,0,0,0,0,0,0,0,5376,0,0,0,0,0,0,0,0,0,0,5888,0,11008,0,294144,0,0,0,0,35840,0,0,5376,0,0,321536,0,0,0,0,0,503808,0,0,0,0,0,6912,0,0,0,0,0,0,0,5888,7424,0,7424,163072,251648,208896,274432,12544,1536,0,0,0,0,230912,3840,730112,0,0,0,0,0,0,0,0,0,78336,0,0,0,0,0,1036544,0,815872,0,0,0,0,0,0,0,952320,0,0,0,346112,0,82944,311296,0,107008,0,0,345600,0,475904,0,420864,214272,69888,30464,0,0,0,26368,0,0,246272,0,0,0,0,0,0,0,0,0,0,83200,0,0,0,220672,0,0,0,0,0,0,0,0,0
ASKL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12544,106240,0,0,0,0,0,0,0,0,500224,0,0,0,0,293888,0,211456,0,0,0,0,1988352,0,0,0,0,0,0,0,0,0,0,0,0,0,1472768,2241792,59136,0,380672,0,0,0,0,0,0,0,1812224,0,0,0,0,139264,0,0,0,0,0,0,0,0,1280,0,0,512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257024,0,0,0,0,0,0,0,0,0,387584,0,0,0,0,0,0,0,0,512,0,0,0,0,0,0,15360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6400,0,0,0,0,0,8960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,904960,0,337920,0,0,0,0,0,0,161280,0,239104,0,0,0,0,0,50176,0,0,0,0,0,374528,0,0,22272,0,0,0,0
SMBDL,0,0,0,0,654592,155136,0,76288,0,385536,550912,0,0,0,0,282368,56320,0,30976,2117120,0,251136,131328,245760,260352,0,0,0,0,0,0,0,835840,0,0,0,0,37376,351744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134144,0,31232,0,0,196864,0,0,0,0,141056,8960,0,0,0,47616,18176,183808,0,151552,535552,0,0,193792,119552,0,321536,0,0,2816,164096,0,0,0,7680,54784,77824,0,0,0,0,147456,189440,2304,146176,22272,175104,0,0,299776,0,0,565248,93696,7936,136192,1849856,0,0,59136,58368,0,398336,0,0,0,0,0,0,0,0,0,105216,0,0,0,0,0,0,0,0,0,0,0,109312,0,8192,61696,58112,0,128256,9216,4864,0,10496,0,1079808,390400,0,599040,0,0,0,0,1185792,0,138496,236032,0,76032,0,0,0,0,195328,0,77824,0,26368,237824,0,0,0,0,0,768,31744,730368,0,88576,5120,1126912,0,0,31232,0,0,0,0,0,0
AVHR,0,0,0,13824,668416,0,0,0,0,8448,44800,0,0,909568,57600,1103616,0,0,0,235520,0,0,0,0,0,0,0,14336,120064,0,0,0,144384,0,526080,0,57344,277248,486400,0,165376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186112,738048,0,0,671232,0,1360640,54272,0,0,175104,0,0,0,100096,0,58368,0,0,144896,97280,65792,0,0,30720,0,0,2816,0,662272,0,0,0,45568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3584,0,0,19968,0,0,0,768,0,19712,0,0,0,0,150016,0,0,0,0,0,0,43520,0,42496,0,0,0,0,0,0,45056,0,0,0,0,0,0,0,72448,0,186880,81152,0,0,0,0,0,0,356096,4864,0,0,0,0,0,0,55040,0,115456,0,727808,224256,0,0,60160,0,177408,0,506368,0,423680,0,8704,1001472,0,15104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVJR,0,32256,489472,0,0,0,0,0,0,468480,7680,0,0,0,0,0,0,0,0,140288,0,0,0,0,0,0,0,0,27648,0,0,0,116480,0,278016,25600,0,210176,0,133120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17152,0,45056,632320,444672,0,0,1320704,0,235008,131840,0,59648,42752,9984,0,133632,0,48384,47872,1024,20480,0,196352,289024,11776,0,512,0,0,164096,662272,0,0,0,0,27904,0,0,0,0,0,39168,0,0,0,0,0,0,0,163840,3584,0,0,39168,0,0,0,0,0,15616,6144,0,0,0,0,0,0,0,0,0,0,10496,0,25088,0,0,0,0,0,0,38656,0,0,72960,0,0,0,0,37888,0,69376,35328,0,0,0,0,10752,0,150272,191744,0,0,0,0,3584,2048,297728,66816,0,107008,585472,1159168,0,0,217088,0,96512,0,1353984,0,339456,0,6656,0,0,27392,0,256,0,0,0,0,0,0,0,3584,0,0,0,0,0,0
BWM-DL06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115712,0,0,0,0,0,0,0,0,0,10240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,545280,431360,225792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485888,0,0,0,0,0,0,137728,165120,0,0,0,0,13568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URYVR,0,0,0,612096,0,34304,79872,0,0,704512,0,0,221952,84992,0,0,1024,89600,0,0,0,0,192512,256,0,0,0,0,0,163584,0,0,0,0,0,24576,0,0,42496,48640,0,0,0,11008,7936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22272,0,0,0,0,0,0,0,0,53760,0,0,18944,0,887296,33024,7936,0,0,121344,26112,86528,0,0,0,0,0,0,0,0,0,0,317184,0,0,0,0,0,0,0,0,0,0,0,0,0,194816,0,0,568064,0,0,0,0,0,70144,0,0,0,0,0,0,0,0,0,0,0,1560832,0,0,0,331008,442880,202496,0,0,0,0,0,0,8704,0,207360,174592,0,0,14592,0,0,335616,0,0,0,167168,0,0,0,19200,166912,0,1325056,0,24064,0,0,22784,55040,0,0,0,0,89088,0,0,55296,6400,295168,0,0,0,0,28416,2560,957952,206848,0,0,0,312832,0,0,0,0,0,0,0,0,0,0
ASER,0,1720832,1181696,0,652288,280832,0,40448,0,0,0,450304,0,0,0,36608,0,414464,0,0,479232,0,0,0,0,407296,0,2592768,25856,161280,0,0,0,0,0,0,183296,93440,0,0,0,224000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2367488,0,1024,0,33280,522240,0,0,0,0,0,0,31488,0,0,35840,258560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4608,0,0,0,0,0,0,0,0,0,251136,0,0,0,0,0,0,0,0,0,0,18432,0,0,0,1792,51712,25600,0,0,0,0,0,0,0,0,0,0,0,0,0,1792,0,9984,0,0,21504,0,0,0,0,0,0,0,0,0,0,28672,905728,0,14848,82688,0,0,0,0,0,0,0,0,0,4608,109824,0,1999872,581376,0,0,0,0,0,68864,13568,1153024,0,0,0,0,0,0,0,0,821760,189184,0,0,0,0,0,0,0
URXR,346368,131584,0,0,0,11008,963328,0,0,105984,0,0,9984,769536,0,0,0,705024,0,0,35584,0,107520,0,0,0,0,75264,102144,172544,0,16384,0,0,0,0,64256,0,219392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44288,0,203008,0,0,0,0,0,95232,0,0,0,35584,503808,0,7680,45568,27904,0,317184,0,0,0,0,0,0,0,64768,0,0,0,0,0,0,0,0,127488,0,238592,1024,0,0,0,27136,0,574464,0,289792,0,0,5120,275200,0,0,0,0,101376,19712,0,0,113664,50688,98816,0,0,0,0,214272,0,65792,0,7424,0,0,0,126720,0,905728,0,0,0,0,11008,41216,243712,51200,0,95488,0,4608,0,7936,0,91648,19456,0,26368,0,2190336,0,0,1536,345344,271360,121344,335616,0,12032,0,0,291328,407296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
