,RMFR,RMFL,BWM-VL02,BWM-DR06,BWM-DL03,BWM-VL01,BWM-VL07,AVFR,ADAR,RMDVR,OLQVL,URBR,URXR,CEPDR,RMEV,RICR,RMEL,OLLL,IL1DR,URXL,OLLR,RMER,RIGL,ADEL,AUAR,PVPR,DVA,AVAR,RMDR,FLPR,RMDVL,BAGR,AIYR,SAADR,BAGL,RIPL,RMGL,AIBR,SAAVR,ASHR,BDUR,IL1VR,SIBVL,RMHL,RIMR,RIBR,BWM-DR02,OLQVR,CEPDL,URAVR,BWM-DL07,BWM-DL05,IL2DL,IL1DL,BWM-DL01,RMGR,IL2R,URYDR,ALNL,PVR,URADR,IL2DR,OLQDR,AVDR,URYVR,ALNR,ADER,SDQL,RIAR,IL1R,AVEL,BWM-VL04,BWM-VL08,RIVL,BWM-VR04,BWM-VR02,ADLR,BWM-VL06,ALA,CEPVL,BWM-VL03,IL1VL,AVER,AIZL,RIVR,AVL,CEPVR,BWM-VR05,RMDDR,SAADL,BWM-VR03,BWM-VR01,BWM-VR07,BWM-VR08,BWM-VR06,ALMR,ALML,RMDDL,AVJL,AWBR,ADAL,BWM-VL05,ASIR,SMDDL,RMHR,SIBDR,BDUL,AVDL,SMBDR,AFDL,PVCR,AVHL,SIAVR,SDQR,AIBL,SMDDR,SMBVR,PVT,SIADR,DVC,SIBVR,ASJR,PVQR,ASGR,ASER,RIFR,AWCR,AFDR,FLPL,RIH,AVBR,AWAR,AIMR,AVM,SMBDL,PVCL,AIZR,AIAR,AINL,AINR,AIYL,AVJR,ASHL,AUAL,AWBL,PVPL,PVQL,ASJL,ASGL,ASEL,AWAL,SIBDL,AIML,ASKL,AIAL,SMBVL,SIADL,SMDVR,RIML,ADFL,BWM-DL08,OLQDL,URYDL,BWM-DL06,URYVL,URBL,BWM-DL04,AWCL,RMDL,AQR,URADL,BWM-DL02,RMED,BWM-DR04,BWM-DR08,RICL,RIS,BWM-DR01,BWM-DR07,BWM-DR03,BWM-DR05,RIGR,IL2VL,IL2VR,RIPR,IL2L,IL1L,URAVL,SAAVL,ADFR,AVAL,RID,AVHR,AVKR,AVKL,SIAVL,RIBL,ADLL,RIR,AVBL,ASKR,RIAL,SMDVL,RIFL,ASIL,AVFL,excgl,VB1,SABD,VA3,VA2,DB1,VA1,VB2,CANL,CANR
FLPL,90480,162480,0,0,0,0,0,0,361320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435960,0,0,486720,536400,0,1300800,0,0,0,0,0,0,0,5400,0,0,156240,0,0,243000,0,0,0,0,0,0,0,0,0,0,0,151920,0,0,0,393120,0,0,0,0,0,0,302160,0,0,0,63960,0,0,0,0,0,0,0,0,0,0,0,0,0,112320,0,0,0,0,0,0,0,0,0,0,0,0,0,2280,0,371160,0,0,0,60600,0,0,250680,29400,0,324720,0,0,3600,89160,0,0,240,67440,60720,55560,0,2760,0,0,360,0,0,0,1481280,720,0,0,461040,0,564000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21720,0,0,0,0,0,0,0,0,0,0,68640,0,0,0,0,0,0,219600,0,0,0,0,82920,0,0,0,0,0,0,0,0,397680,0,0,0,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4920,0,0,0,0
RIH,152280,797400,0,0,0,0,0,0,0,0,3392160,0,330600,533280,1693560,0,670560,12960,105240,154080,0,836160,191400,84480,117840,451080,0,4200,0,1227840,8280,431520,562680,15960,575160,1076760,0,0,4440,0,0,242160,5040,112680,39240,919440,0,1725960,805320,261720,0,0,1500840,15360,0,0,688440,845640,0,7320,174120,955080,3010200,0,1702680,0,370200,0,2092680,0,0,0,0,31440,0,0,0,0,0,1347720,0,146400,0,1211160,598560,178560,1667760,0,0,9000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121440,0,0,0,244680,0,0,0,686520,0,26400,0,0,558600,91920,38640,7200,0,0,0,0,0,0,0,1481280,83400,442200,0,0,1008960,655680,4080,757200,0,104520,82800,1331040,0,0,53160,0,0,0,0,0,0,0,0,0,0,0,136320,0,0,71280,76320,0,4511880,1249080,0,12720,0,0,0,0,283080,133680,0,2259600,0,0,0,1426680,0,0,0,0,263040,1010640,1006440,1364760,700200,0,154080,0,145320,0,0,0,0,0,0,507120,0,2075040,384240,0,1743960,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVBR,0,0,0,0,0,0,0,346560,1328520,0,0,49320,33360,0,0,252120,0,0,0,0,0,0,90120,0,322080,1393560,1598640,279360,0,50160,9000,296640,360,60000,172800,172440,211200,495120,0,2083200,22080,0,835680,0,513960,146400,0,5880,0,0,0,0,0,0,0,165840,0,6720,0,1226880,7560,0,0,178080,17040,0,0,0,0,0,49560,0,0,120000,0,0,188040,0,0,0,0,0,1283520,14760,0,0,86520,0,0,0,0,0,0,0,0,639480,0,0,1447080,0,980400,0,0,0,0,86760,281040,812160,0,0,1791240,762480,0,0,0,0,171240,0,0,0,328320,0,25560,12360,0,1232040,0,0,720,442200,0,191520,0,325920,606600,3014400,416040,0,0,0,182160,2254200,0,0,0,971520,0,0,0,0,0,162720,204120,0,42960,123360,0,0,438720,0,0,0,6120,0,50160,0,0,0,0,1866360,27240,0,0,0,0,0,798720,0,0,0,0,0,0,0,240000,0,0,0,0,102600,931200,1481880,1259160,8760,0,603240,407760,6240,46200,991200,0,148680,87720,0,0,175680,0,0,0,0,0,162960,81000,0,0,0
AWAR,0,0,0,0,0,0,0,619320,98040,0,0,0,33120,0,0,0,0,0,0,0,0,0,0,0,7560,105000,0,0,0,0,0,0,939000,0,33480,0,0,150120,0,1848720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5280,0,2760,0,0,0,0,32880,0,0,0,0,0,0,0,0,0,0,0,0,0,1807440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3495240,0,0,445320,0,0,0,0,0,19920,0,0,588000,0,0,0,0,21240,0,0,0,0,1800,418800,473400,4638120,185160,85680,375840,0,0,191520,0,110760,0,0,0,1633440,806520,0,1920,0,0,0,0,5400,0,0,0,0,0,232680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,11520,0,0,0,0,0,0,0,2018880,0,0,57360,0,0,0,0,0,184200,0,154800,0,0,0,0,663000,0,40440,246000,0,0,0,0,20760,0,0
AIMR,0,0,0,0,0,0,0,611880,0,0,0,2040,312600,5640,0,490200,0,0,19800,0,0,0,0,0,0,0,0,0,0,0,0,0,188280,0,0,0,0,12120,0,159840,6960,0,0,0,0,0,0,0,0,0,0,0,0,4200,0,1292160,44520,30240,0,1920,1920,0,27720,192600,0,18720,0,0,0,53280,85440,0,0,0,0,0,0,0,61440,0,0,0,287640,0,0,0,194880,0,0,0,0,0,0,0,0,413040,0,0,7080,33480,0,0,0,77520,0,0,0,0,0,0,0,2160,112920,0,0,0,247560,0,0,2520,0,1893840,1383120,1693560,840,234480,0,0,0,0,0,110760,0,153480,0,0,42960,2738280,0,0,0,103800,0,0,0,0,0,0,0,0,0,89400,173280,0,0,0,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489360,0,0,0,0,0,0,0,0,0,0,0,0,4320,0,0,88680,0,0,0,0,0,0,141120,798120,0,0,0,0,604920,5400,0,0,0,0,0,0,0,0,0
AVM,0,257280,0,0,0,0,0,0,380160,0,0,0,0,0,0,86040,0,0,0,0,0,0,0,293760,163440,269040,280440,15360,0,0,0,0,12600,10200,0,0,0,2280,0,93000,1754040,0,973200,0,159960,0,0,0,0,0,0,0,0,0,0,566040,0,0,0,2016960,0,0,0,0,0,0,853800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1250400,0,0,1978560,0,61560,0,0,0,0,95760,0,1227240,5640,0,1240440,226440,0,1708080,0,0,17520,0,0,0,0,0,111240,0,0,10560,38880,84600,461040,1008960,325920,0,153480,0,0,0,10200,0,0,0,78840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1074720,0,0,0,0,0,0,0,0,0,0,0,0,0,123240,0,0,0,0,0,0,0,0,196200,0,0,154440,0,0,0,152280,75840,0,0,0,202080,557160,0,0,0
SMBDL,0,947760,0,21120,0,0,0,0,116520,18480,0,828600,0,1106280,0,252360,0,0,2760,113880,125040,0,971280,36840,0,0,1765200,0,391440,0,110160,0,84000,16560,0,0,0,441000,1998720,0,27240,0,869760,64440,2760,0,34080,0,0,0,0,0,0,0,0,0,0,0,0,7320,21000,0,1187880,3840,0,539880,48120,0,0,0,27000,0,0,152640,0,0,0,0,0,0,0,46440,130200,1628520,883800,0,0,0,111480,899280,0,0,0,0,0,488280,0,1082640,0,0,154680,0,0,276000,720,464640,0,0,318840,0,0,0,77400,512640,0,0,668640,0,0,0,1935360,0,0,0,0,79920,0,0,0,655680,606600,0,0,0,0,41280,15960,0,0,0,438840,0,0,0,38400,150720,0,0,0,0,0,2093280,0,0,33960,5278320,3585600,6000,495480,817200,0,0,33720,0,4680,0,0,0,10440,380640,0,0,64560,249600,329400,402720,0,344280,42600,305640,121680,18840,30360,0,0,12600,0,46680,129360,0,0,0,204000,228720,835080,1833960,185640,0,0,0,0,291000,131760,0,0,0,1765800,0,0,0,0,0,0,0,0,0
PVCL,15960,0,0,0,0,0,0,0,0,0,3360,0,0,0,0,0,0,0,34560,0,0,0,0,621720,9120,155160,1240440,477120,0,696120,0,16440,0,0,0,0,15120,0,0,0,202800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74880,57120,83520,0,21000,0,0,195240,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,258120,50520,0,128160,0,0,0,0,0,0,0,0,0,0,0,0,360000,0,960,0,0,0,0,0,87480,93000,0,0,0,149280,0,0,3120,0,0,88320,0,1200,0,0,0,0,0,0,0,0,564000,4080,3014400,0,0,0,41280,0,0,0,0,0,0,1281960,9720,0,32640,1179360,0,0,0,0,0,0,0,0,0,69360,0,0,0,0,0,0,0,0,10440,0,0,0,0,2415720,14520,0,0,0,0,247680,0,0,0,0,0,386760,0,0,0,0,0,0,0,0,1408560,1006560,1007760,166680,818280,0,0,515760,174240,918000,0,0,0,0,0,0,0,71040,0,0,0,0,0,0,0,0
AIZR,0,0,0,0,0,0,0,0,303600,0,0,0,73560,0,0,215520,0,0,0,0,0,0,81360,0,374160,84120,1363440,0,0,0,0,0,2852760,0,643920,0,0,118560,29040,668040,0,0,17400,0,2033280,2131200,0,0,0,0,0,0,0,0,0,0,7320,0,0,0,3120,0,0,121680,8640,0,0,0,3970320,10560,910080,0,0,0,0,0,14160,0,0,0,0,0,1648200,1062960,0,0,0,0,0,5640,0,0,0,0,0,0,0,0,3240,1932120,0,0,4320,0,0,357240,5280,34800,2475480,0,6720,429480,13440,0,2496600,0,2228280,0,33000,467040,0,0,0,489000,1059240,41520,174240,968160,0,757200,416040,1633440,42960,10200,15960,0,0,666720,34920,0,10200,0,77160,0,136680,0,0,0,0,576960,19920,227520,0,0,0,269160,0,0,0,106680,0,0,0,0,0,0,0,596520,0,5880,0,0,49440,0,0,0,0,0,0,0,0,1651800,0,0,0,0,0,0,0,2418600,52800,0,194880,40320,147000,0,0,0,1652280,0,0,485160,12600,0,0,5160,0,0,0,0,0,0,0,0,0,0
AIAR,36840,66240,0,0,0,0,0,0,254640,0,0,0,45720,480,0,0,0,0,14280,0,2640,0,0,0,0,0,0,0,0,0,0,0,607440,0,0,0,0,4583520,0,2260800,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,9360,4080,0,0,0,10200,25680,0,0,0,0,0,12360,600,18720,0,0,0,0,0,435000,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,319680,0,0,1494840,0,0,0,0,86040,0,0,0,5280,1560,0,25200,0,754920,0,0,0,0,539280,1109160,3414120,976560,1389240,2165880,0,0,0,0,806520,2738280,0,0,0,666720,0,27240,301680,0,0,0,0,0,0,0,0,0,234360,201480,0,0,64320,323400,0,0,0,0,0,0,0,0,0,0,0,0,1070640,0,0,0,0,0,0,0,0,260880,0,0,0,0,0,0,0,0,0,0,0,0,102000,0,0,0,0,0,0,0,5280,0,0,3228240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AINL,0,0,0,0,0,0,0,0,0,0,0,0,130680,0,37800,0,0,83880,45840,166320,2640,0,0,175920,4040040,0,0,95760,0,0,0,186960,369120,0,1555800,0,0,231600,10920,0,0,0,0,0,76920,1851240,0,33600,98040,0,0,0,48120,21480,0,0,133680,0,0,0,0,0,80760,0,49680,0,0,0,57960,20640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33960,0,80760,0,0,0,0,0,0,0,0,0,184920,0,354240,47400,0,0,82200,0,0,111000,0,260640,0,289560,0,413520,0,0,520200,0,0,0,0,0,0,0,0,74280,24480,0,211440,2867400,0,104520,0,0,0,0,0,0,34920,27240,0,1107000,132240,0,0,552240,0,0,0,0,165360,547080,0,0,0,4440,162120,0,0,2160,0,0,0,40800,13200,0,0,0,0,115200,0,0,4320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43320,0,623880,0,0,0,0,413640,120,0,0,0,3720,0,0,61320,0,0,0,0,0,0,0,0,0,0,0
AINR,0,0,0,0,0,0,0,0,0,0,0,0,66120,48960,2520,0,0,19320,56400,54360,0,0,2280,0,312480,0,0,0,0,0,0,1113480,291360,0,0,0,0,491640,0,0,0,0,0,0,0,8040,0,0,27480,0,0,0,30720,33480,0,0,0,6000,0,0,0,32760,86040,193200,0,0,1440,0,0,0,0,0,0,66720,0,0,109200,0,0,117600,0,0,0,21600,0,0,0,0,0,0,0,0,0,0,0,115080,0,0,0,45480,0,0,137880,0,0,0,0,0,0,3756120,0,0,0,1560,394080,0,0,0,0,0,0,0,0,120960,760200,0,896040,498000,0,82800,0,1920,0,0,0,0,0,301680,1107000,0,194520,239520,0,3154320,0,0,0,0,37320,364560,0,0,0,0,103200,0,0,27720,11400,8160,0,39360,5640,0,38760,4800,0,217920,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49320,85320,0,0,0,20760,993240,122640,0,0,0,1193160,0,0,0,384480,73320,0,0,61320,0,0,0,0,0,0,0,0,0,0,0
AIYL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375480,0,0,0,0,179280,0,0,0,0,29160,7920,0,0,0,0,0,1685280,1037160,0,210960,0,0,2280,0,0,0,0,0,0,61920,0,0,0,1800,0,0,0,7200,6360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31680,0,0,0,0,0,0,0,0,152520,3423360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48960,125040,0,0,0,0,0,0,0,0,0,4356480,0,0,0,0,798000,0,0,0,0,0,0,0,0,0,3076920,0,913200,220200,0,1331040,182160,0,0,78840,438840,0,10200,0,132240,194520,0,596760,109560,2939640,806400,10200,14280,0,47040,2722560,1404360,215520,523680,0,718920,471840,0,0,310440,888480,0,10920,0,0,0,0,0,1492080,0,28560,0,0,0,0,0,0,611520,0,0,0,0,0,0,0,0,3000,0,0,0,0,0,0,12240,185400,0,242040,2670960,4560,434400,5520,0,1822320,0,240480,246960,0,0,0,0,0,0,0,0,0,0,0
AVJR,0,0,0,0,0,0,0,0,0,0,6720,0,63480,88200,0,0,0,0,13320,342840,0,0,0,0,0,124440,0,23040,0,0,0,0,0,0,0,0,607800,0,2520,185520,96600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76440,13080,392040,6480,0,52440,2551320,0,0,0,23040,0,0,72480,0,0,0,0,0,128280,0,81960,0,0,0,181320,0,0,0,0,0,0,51120,0,0,0,0,0,12840,301560,0,345960,0,346320,0,0,0,0,78600,1553400,81600,8520,0,0,349320,0,0,0,61080,0,0,3240,0,0,43080,0,0,0,568440,0,0,0,0,2254200,0,103800,0,0,1281960,0,0,0,239520,596760,0,217800,0,10800,516120,27720,0,0,0,0,106920,76440,0,0,364680,87240,31680,145800,0,0,0,69600,0,71880,1440,0,0,0,132240,34920,0,0,0,0,261720,610680,0,0,0,0,0,0,0,0,0,0,0,0,7080,355320,1479480,1949880,66120,0,12360,0,520080,5760,2506080,0,0,0,1339560,0,0,0,0,0,0,0,0,0,0,0,0
ASHL,0,0,0,0,0,0,0,487800,0,0,0,0,0,0,199440,0,0,0,0,540720,0,0,0,0,0,10680,0,0,0,0,0,0,0,0,0,0,449040,0,0,166560,0,0,113160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,471960,0,0,0,720,0,0,145560,0,0,0,0,0,0,0,0,0,0,0,0,554880,0,0,0,0,0,0,0,0,0,0,0,0,8640,0,113400,0,2016600,0,0,0,0,8280,9480,200160,0,0,0,119280,0,0,1305960,17400,0,0,17160,0,0,0,0,0,0,13080,0,0,0,0,0,0,0,0,0,9720,77160,0,0,0,109560,217800,0,0,1380480,213840,346920,0,60600,961080,2194680,0,204360,930600,1341120,1650360,0,0,986520,1054200,0,18600,13800,0,600,0,0,0,0,0,0,0,0,0,0,201120,39000,0,0,0,0,0,0,0,0,0,0,0,0,0,421800,13440,1156920,0,0,0,0,1112400,32400,2037000,0,232680,0,3342480,360,1044360,0,0,0,0,0,0,0,0,0,0
AUAL,0,0,0,0,0,0,0,0,0,0,9000,0,0,0,480480,0,0,1080,0,3631920,0,0,19200,0,190320,0,399240,0,0,0,0,233160,144000,0,117000,0,0,0,0,0,0,0,0,0,0,150600,0,0,202680,0,0,0,162360,120120,0,0,0,0,0,0,0,0,0,148920,0,0,0,0,0,0,197760,0,0,155760,0,0,0,0,0,266040,0,0,0,533640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2080680,0,0,0,0,90360,0,0,0,0,0,0,0,0,0,0,0,0,146760,0,53160,0,0,0,0,0,0,0,0,552240,3154320,2939640,0,0,0,48600,0,0,0,0,0,51720,207120,0,0,0,0,0,0,319320,2148600,0,124080,0,0,10200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82320,0,0,2640,0,555720,2880,1320,0,0,0,3099240,0,407880,122040,0,1363560,72240,14160,0,0,0,0,0,0,0,0,0,0,0,0
AWBL,0,0,0,0,0,0,0,1080,0,0,28200,0,0,0,0,0,0,0,0,271800,0,0,62760,0,0,27360,0,0,0,0,0,0,0,0,0,0,205920,0,0,48240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2124000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195000,147000,0,0,0,0,0,0,0,0,117720,0,0,0,0,290640,0,0,0,0,0,0,0,0,0,8160,16800,0,0,0,0,0,5400,0,0,38400,32640,136680,0,0,0,806400,10800,1380480,48600,0,44520,10560,146400,0,997320,3092040,0,170880,0,576360,176520,0,0,0,2295840,0,0,0,0,32520,0,0,347760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44160,0,1111320,0,0,0,309360,906600,1200,0,0,0,0,298920,452760,282840,0,32640,0,0,0,0,0,60720,0,0
PVPL,0,0,0,0,0,0,0,177960,0,0,3840,0,0,0,0,5280,0,0,0,1180320,0,0,990480,0,0,103200,1315320,1002480,0,0,0,37920,0,0,0,0,33840,389160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2640,0,0,0,0,0,0,2160,0,0,0,0,0,0,0,0,0,0,0,979800,333600,0,0,0,0,0,144960,0,0,0,0,0,0,0,0,0,0,237960,0,0,0,0,0,11040,0,0,0,0,82560,0,0,0,1440,0,0,0,253560,0,0,0,0,0,0,0,0,0,0,971520,0,0,0,150720,1179360,0,0,0,0,10200,516120,213840,0,44520,0,0,0,0,0,0,0,0,0,0,297600,0,0,130800,148560,0,0,0,0,0,0,0,0,0,3614880,0,0,0,0,0,0,19440,0,0,0,0,0,0,0,0,0,0,0,0,0,424200,392760,2075400,1401600,489360,44400,0,28920,1869840,1158480,0,1560,0,234960,0,0,176880,0,0,0,0,0,0,0,0,0
PVQL,0,0,0,0,0,0,0,1612440,0,0,0,0,0,0,0,0,0,0,0,8880,0,0,0,125760,0,0,0,97920,0,0,0,0,0,0,0,0,2521800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221400,172320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43800,0,0,0,540240,0,0,0,0,8160,493320,0,0,0,0,0,0,0,337440,720,0,0,0,0,185760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14280,27720,346920,0,10560,0,0,4005360,0,622080,482760,0,1074840,3548760,1150920,125760,0,0,1560,0,0,0,3120,0,0,0,0,0,0,0,0,0,0,0,0,23040,0,0,0,0,0,0,0,0,0,19080,3120,0,0,0,31200,143640,0,0,0,0,0,519720,0,3000,0,0,0,1201320,0,1858440,0,0,0,0,0,0,0,0,0,0
ASJL,0,0,0,0,0,0,0,384720,0,0,0,0,0,0,0,0,0,67200,0,169200,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,13920,0,65640,0,0,0,0,0,0,0,0,0,12720,0,0,0,0,48000,0,0,0,0,7560,0,0,0,0,0,0,0,0,0,0,0,17760,0,0,0,0,0,0,0,748200,111960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10440,0,18120,0,0,0,0,0,0,3000,0,67320,0,0,0,6840,0,0,0,22440,0,0,30120,0,0,275160,108000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146400,0,4005360,0,128520,261840,71880,0,2298480,2256600,1026360,147960,0,0,0,15840,0,49200,30720,0,0,48240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170160,18360,0,0,0,0,0,0,0,0,0,27480,132120,0,0,0,0,0,111960,448920,169080,0,143040,0,0,0,0,0,82800,0,0
ASGL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104280,0,0,0,338280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,765360,0,0,0,0,0,0,0,0,0,0,0,300360,0,0,0,0,0,0,0,0,0,0,0,165360,37320,47040,0,60600,0,0,0,0,128520,0,289320,376320,0,2220120,282840,3239280,121440,0,0,0,0,0,0,0,0,0,0,0,855240,0,0,0,0,0,0,0,85920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1570560,0,0,73440,0,0,0,0,0,50040,0,0
ASEL,0,0,0,0,0,0,0,168600,0,0,0,0,115320,0,0,0,0,0,8280,0,0,0,0,0,0,0,0,20040,0,0,0,0,1616280,0,717840,0,0,351600,136800,6360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31680,0,0,0,0,7800,0,0,0,0,0,0,132360,39720,0,0,0,0,0,0,0,0,32520,0,0,0,0,670320,8160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87720,13920,0,20640,0,0,0,0,0,0,61440,0,0,0,0,3258840,0,0,0,0,0,0,0,0,0,235080,0,122760,1052400,0,0,0,0,0,0,0,0,576960,234360,547080,364560,2722560,0,961080,0,997320,0,622080,261840,289320,0,3883320,0,11040,406560,1181280,0,0,0,0,117840,0,0,0,0,0,0,0,2159880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125160,0,110640,55320,0,0,0,0,1491480,0,0,0,0,0,134880,404400,18120,0,61920,0,0,0,0,0,102240,0,0
AWAL,0,0,0,0,0,0,0,360120,0,0,0,0,0,0,0,0,0,0,0,110160,0,0,3840,0,0,0,0,0,0,0,0,40680,0,0,0,0,35280,0,0,117240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2091600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43920,4320,0,0,0,0,12000,0,0,0,471840,0,4920,0,0,127320,720,0,0,0,0,0,0,249480,0,0,0,0,0,0,0,0,232680,0,0,0,0,19920,201480,0,0,1404360,0,2194680,51720,3092040,0,482760,71880,376320,3883320,0,0,205320,134160,1107840,0,0,0,0,1525560,0,5160,2040,0,0,0,0,128760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35520,0,112440,0,0,0,30120,1698360,0,89400,4320,0,0,71400,572280,873480,0,54120,0,0,0,0,0,54480,0,0
SIBDL,0,0,14520,0,0,720,0,0,80400,700200,616680,22320,92760,14520,121680,257280,0,0,0,6000,0,0,0,0,0,0,88680,198840,1016640,0,0,0,0,0,20160,0,825120,155640,280920,0,0,0,2058000,390360,108840,8160,0,0,0,0,0,0,0,0,0,58320,0,9240,0,274800,0,0,0,342720,0,18360,73800,0,0,0,0,35280,39240,523680,0,0,127680,16920,62760,209880,39000,6360,24120,119640,175320,0,0,0,0,111720,0,0,0,0,0,250320,0,78240,42960,0,770040,19680,0,690480,402960,186720,0,20640,373560,90960,0,0,48720,0,430920,7440,36600,0,15480,0,375960,97080,6360,0,0,0,0,0,0,0,162720,0,89400,0,2093280,0,227520,0,0,0,215520,106920,0,207120,0,0,0,0,0,0,0,0,0,0,0,1643640,2304600,55440,986760,86160,0,0,20760,0,89280,223320,0,290640,7080,46320,0,0,0,0,0,356040,0,0,0,0,0,0,0,0,0,0,0,0,26760,0,131520,82560,129720,0,0,2175120,507840,0,0,52680,0,207720,175680,0,0,0,0,0,0,0,0,0,0,0,0,0
AIML,0,0,0,0,0,0,0,947040,0,0,0,0,0,0,0,0,0,49680,0,573840,0,0,6840,0,0,0,0,0,0,0,0,0,0,0,0,0,926640,0,0,0,0,0,0,0,0,0,0,0,2280,0,0,0,0,31800,0,0,0,0,26040,1320,0,0,0,0,0,0,0,0,0,0,213840,0,0,0,0,0,0,0,0,136200,0,0,105600,130680,0,0,0,0,0,0,0,0,0,0,0,0,369120,0,0,0,49200,0,0,0,0,76440,129000,111480,0,0,0,58800,0,0,6600,29520,0,0,140880,0,0,31320,208080,0,0,0,0,0,0,0,204120,0,173280,0,0,0,0,0,0,0,523680,76440,204360,0,170880,0,1074840,2298480,2220120,11040,205320,0,0,946680,1486680,339840,0,0,0,0,0,75720,42600,0,0,10440,0,0,0,0,0,0,0,0,0,319800,0,0,0,0,0,0,0,0,0,172920,0,0,0,0,0,0,0,39480,0,92760,0,0,0,0,0,0,0,501600,102840,1007400,4800,0,0,0,0,0,0,0,0,0
