,URYVR,IL2VL,RIBL,OLQDR,RIR,BWM-VR07,AIAL,RIMR,AIYR,ASJR,ALNL,BAGL,IL1VR,AFDR,OLQDL,RIS,FLPR,BWM-DR07,PVCL,AVKL,IL2DL,AIBR,SIAVL,IL1DR,URXL,ASKL,ALA,BWM-VL07,SMBVR,DB1,AINR,IL1R,IL2DR,RMGL,BWM-DL04,RIVR,SAADR,SIBDR,URYDL,AIML,IL2VR,BWM-VL08,DVC,RMDR,RIBR,ASER,ADLL,BWM-VR06,BWM-VR04,OLLL,URBL,AVBL,AWBR,AVBR,AVDR,BWM-VL04,ASIL,RMER,AVHR,AIZR,DVA,SMBVL,BAGR,AWCR,BWM-VL02,BWM-DL03,RMHR,BWM-VL03,URADR,IL2L,VB2,OLLR,RMHL,IL1L,BWM-VL01,AVFR,URADL,SAAVR,IL2R,URAVR,PVR,BWM-VR05,ASHR,RMEL,URYVL,URXR,SMDDR,AVKR,AVFL,BWM-DR04,RIPL,RIPR,AWBL,AWAL,BWM-DR06,SIADR,AVAL,BWM-DL06,OLQVL,SMDVL,URYDR,BWM-DL07,RMDL,AWCL,AUAL,VA1,RIH,BWM-DL05,RIVL,ASHL,RIAR,RMDDR,SMBDR,RMEV,RIAL,URAVL,BWM-VL06,SIBDL,IL1DL,AVER,SIAVR,AFDL,RIGL,SAAVL,BWM-VL05,ASEL,SMBDL,CEPDR,RMDVR,AIAR,RIFL,AVEL,ASKR,AIMR,RIGR,SMDVR,CEPDL,ASJL,CEPVL,AVDL,RIFR,SABD,OLQVR,BWM-DR02,SIBVR,ADLR,AWAR,ASIR,SABVL,BDUL,VB1,ASGR,RMDDL,BWM-DR03,AIYL,AVJL,FLPL,IL1VL,AIBL,BWM-VR02,excgl,ADFL,ASGL,SIADL,SMDDL,URBR,SIBVL,RICL,SAADL,ADEL,ADAL,AIZL,CEPVR,RIML,AINL,AVHL,RMED,ADFR,PVQL,PVPR,PVT,PVPL,PVCR,PVQR,ALMR,BWM-DL08,BWM-DR08,ALNR,CANL,AVAR,AVJR,AQR,RMDVL,RMGR,AVM,RICR,BDUR,ADER,ADAR,ALML,BWM-VR08,SDQR,RID,BWM-DR05,AUAR,BWM-DR01,BWM-DL02,BWM-DL01,BWM-VR01,BWM-VR03,AVL,CANR
AWBR,26400,0,0,0,201600,0,5400,0,507240,0,0,0,0,48960,0,0,0,0,0,0,0,148320,0,0,0,0,0,0,264240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203880,685320,0,0,0,0,0,0,0,2640,0,0,0,0,0,417960,0,0,0,150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,505560,0,0,339120,0,0,0,0,0,0,106080,140520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,840,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,36720,0,0,0,110280,0,0,5760,33600,0,0,0,0,0,0,234840,0,37200,0,0,324960,1822920,158520,0,0,0,0,0,0,58680,0,0,0,12480,0,0,146520,0,0,0,0,0,0,0,0,0,15960,51600,0,0,1194600,0,1174080,0,107040,0,16320,0,138000,0,0,0,0,0,0,0,2640,0,8400,0,0,0,0,82080,0,0,0,0,0,78360,0,0,0,0,0,0,0
AVBR,37080,0,158280,12120,30600,0,0,503760,0,0,0,0,0,0,0,308040,0,0,992400,20520,0,976440,13440,0,24600,0,0,0,91200,140760,0,0,31320,0,0,126240,0,4080,11760,0,0,0,0,0,175920,6000,0,0,0,0,0,211080,2640,0,185880,0,0,0,410760,111600,871560,135600,287520,0,0,0,0,0,31440,0,0,0,16920,0,0,0,0,0,0,0,237480,0,1002360,0,1080,43200,0,51000,0,0,0,12120,0,0,0,0,275520,0,9360,0,14040,0,0,0,0,0,0,0,103200,0,0,0,0,0,0,0,0,229920,0,458520,0,0,43320,31560,0,0,840,0,0,0,61560,0,0,20040,0,0,0,0,0,98280,534240,0,63000,0,2280,0,66840,0,0,33720,0,3600,0,0,83880,537480,119160,0,0,0,0,0,0,0,12840,28080,52200,17040,0,0,453120,9960,34320,354600,0,139320,0,104640,0,535440,0,1065120,1420800,0,255120,0,0,0,0,134160,668040,764400,0,7800,64080,23880,338760,0,301560,0,0,0,371160,0,114600,0,0,0,0,0,0,0
AVDR,0,0,84360,33480,0,0,840,127320,0,360,0,364560,0,0,67200,0,12720,0,47160,0,30360,226800,11280,0,1080,0,21240,0,0,0,134520,0,6240,113760,0,81480,24000,64680,73200,128160,0,0,0,0,33240,0,125160,0,0,0,212040,500520,0,185880,0,0,0,0,353520,81240,474600,43800,399600,0,0,0,9840,0,12360,0,0,68640,0,0,0,33600,0,960,0,0,34680,0,38040,0,62520,14760,0,0,0,0,0,0,0,0,0,0,133560,0,78120,0,46320,0,0,0,51960,0,0,0,0,372720,0,0,0,0,0,0,0,122400,0,0,0,0,338760,0,0,0,0,20280,0,0,200880,174600,0,44520,8640,0,720,0,36240,63000,4680,0,0,0,421800,90120,0,0,0,190800,0,0,0,0,55560,27000,0,0,30480,0,0,78480,0,0,0,0,40320,80880,0,21720,372960,25680,0,123360,0,0,0,0,9840,1920,0,1080,253080,0,330720,0,0,0,0,418920,1029240,169680,0,0,0,101160,12240,119040,94800,202800,0,0,878640,0,0,0,0,0,0,0,0,0
BWM-VL04,0,0,0,0,0,0,0,100080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92400,186720,0,0,0,0,0,0,179040,0,126720,0,0,0,0,0,0,2640,0,0,0,0,0,0,0,0,0,0,84600,0,0,1384800,0,47640,59760,0,0,0,0,0,0,48600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220200,0,0,0,0,0,0,0,38400,0,0,0,0,0,1700880,12120,0,0,0,0,0,0,0,0,0,0,574080,0,0,0,0,0,0,40080,0,0,266280,0,0,0,0,0,0,0,0,0,0,0,0,0,2640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101280,0,0,0,0,0
ASIL,0,0,41400,0,0,0,412320,0,0,0,0,0,0,0,35160,0,0,0,0,0,24480,0,0,0,0,118920,0,0,0,0,135240,0,0,0,0,0,0,0,21000,132600,0,0,0,0,0,369840,114840,0,0,9600,18600,0,0,0,0,0,0,0,0,0,0,0,180720,1924320,0,0,0,0,0,18000,0,0,0,49200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290160,297120,0,0,0,0,0,89400,0,0,0,2603160,6600,0,0,0,12240,5280,0,0,0,12000,33840,0,0,6360,17520,0,0,149520,0,3120,0,351720,0,0,0,182400,0,0,21480,0,0,0,0,111840,65640,0,0,0,0,0,0,0,0,7680,0,0,2280,0,0,0,71040,0,0,0,381120,0,0,9960,787320,0,0,0,0,0,0,1080,0,16440,0,33840,134160,0,0,0,4200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RMER,193440,359280,0,607920,0,0,0,0,0,0,0,0,627600,0,0,717000,0,0,0,2400,275160,0,0,964320,0,0,0,0,0,0,0,6240,309360,0,0,0,0,0,64440,0,194160,0,78840,8760,723600,0,0,0,0,36840,3000,0,0,0,0,0,0,24240,0,0,0,0,0,0,334680,0,0,90120,151680,1549800,0,1115160,0,1270680,77760,0,441840,0,317640,97680,0,0,0,488160,0,0,0,88800,0,0,171360,190920,0,0,0,0,0,0,0,0,203040,0,17880,0,0,0,647400,0,0,0,0,43200,0,1291320,0,574440,0,0,34080,0,0,0,0,0,2040,0,0,0,50760,0,0,39240,0,0,161760,0,0,0,0,0,0,0,459960,5520,0,0,0,0,0,0,0,0,10680,0,0,0,0,48120,0,10920,0,0,0,0,0,13800,0,0,0,0,0,0,0,0,0,0,1593720,0,0,0,314640,0,0,0,0,0,0,0,0,0,0,0,10680,0,0,0,0,0,0,0,0,0,0,0,0,1800,474240,17520,9960,72960,363840,0
AVHR,0,0,0,12120,626640,0,0,0,0,22320,0,0,0,0,0,0,0,0,144960,12720,0,0,0,21840,157680,0,3960,0,0,0,133800,0,1800,0,0,63000,0,0,0,0,0,0,0,0,0,0,170880,0,0,0,0,514320,0,410760,353520,0,0,0,0,0,57120,428040,0,0,0,0,0,0,32400,0,0,0,0,0,0,117720,0,0,0,0,119760,0,60960,0,100200,31920,0,0,0,0,0,0,1140120,21000,7800,0,271440,0,124920,0,18240,0,0,0,0,0,0,7440,0,417720,0,0,0,0,0,0,0,48480,0,126960,0,0,34920,0,0,122280,24840,20760,0,0,152520,0,0,48480,0,110640,0,0,0,0,87960,0,0,0,0,10440,7200,0,0,23640,0,0,0,0,34800,7440,0,0,7680,0,0,399480,0,0,1920,0,0,0,0,0,259440,336000,0,36120,0,100440,0,0,31200,77520,0,2096880,141120,2520,199200,0,0,0,0,523440,681720,96480,0,0,0,0,491760,138360,0,0,0,182640,54600,0,0,0,0,3960,0,0,0,0
AIZR,17760,0,0,0,603480,0,0,1084440,1026960,0,0,177840,0,400080,0,0,20640,0,0,0,0,238320,0,4200,0,0,0,0,1723560,0,0,0,1440,0,0,0,0,47400,0,0,0,0,93000,0,841440,814200,0,0,0,0,0,0,417960,111600,81240,0,0,0,0,0,733920,0,0,98280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,391200,0,0,208680,0,0,0,0,0,0,1080,5640,0,159840,0,0,0,34920,0,0,0,191160,9960,0,440040,0,0,31920,1266480,0,734280,0,0,0,0,25680,0,1196280,240,0,0,10320,0,162480,0,0,0,702840,0,274080,0,11400,648120,720,0,0,0,10440,17160,0,6240,0,0,6360,673200,128880,0,0,0,12120,0,0,0,0,0,0,969840,0,0,111240,0,0,0,0,9480,0,0,0,0,257880,17520,0,0,120000,0,1997040,0,27720,2160,0,4200,78480,0,0,0,0,0,0,0,0,0,0,0,162600,0,0,0,0,0,0,480,0,216960,0,0,0,0,0,0,0
DVA,136680,69720,9720,0,1363200,0,0,365640,600,0,0,132480,33000,0,0,0,26640,0,263640,0,0,321840,1902600,0,960,0,0,0,94800,68640,0,0,0,0,0,12360,36600,230520,39000,0,46200,0,0,0,80520,0,0,0,0,0,1440,599760,0,871560,474600,0,0,0,57120,733920,0,167880,178800,0,0,0,0,0,0,0,16200,0,120960,0,0,156720,0,27600,0,17520,210240,0,40200,0,84480,25680,0,0,193680,0,0,0,0,0,0,596280,479400,0,31680,153600,67440,0,0,0,128640,0,0,0,5640,0,3120,0,343320,0,0,74280,0,354840,0,323280,1004520,0,0,170640,0,0,338520,0,68160,0,0,321960,0,19080,0,483600,0,0,0,732240,0,28680,47280,0,1220520,0,0,0,0,220920,28440,0,0,0,0,27720,251760,107640,278160,0,18000,109080,0,586800,0,31560,1767000,318840,0,45000,723240,703920,0,212880,0,0,0,84360,0,152040,0,1258320,489120,0,0,0,0,0,0,284880,11160,1687320,0,26760,3840,224040,456960,44160,721200,0,0,639000,1066800,0,117480,0,0,0,0,0,0,0
SMBVL,0,0,0,0,241560,0,25320,0,0,0,0,0,0,0,0,8280,0,0,0,27600,0,0,2087640,0,176880,111720,0,86760,0,0,0,0,0,118560,0,1560,85800,0,0,175200,0,100320,0,119400,0,0,401040,0,0,11640,138480,2520,0,135600,43800,84600,0,0,428040,0,167880,0,0,0,24240,0,120,114240,0,62280,0,0,4320,8880,130560,0,0,372720,0,0,0,0,0,0,31680,0,97320,162720,31320,0,0,0,379200,5520,0,0,27000,0,433800,0,0,0,29040,0,0,0,0,0,0,196320,0,18960,0,135720,367680,0,101760,1029240,0,146280,0,0,222960,0,124920,4680,2314920,0,530880,0,23520,51960,0,0,0,419400,0,18120,683400,0,0,0,0,0,236040,0,0,0,3960,0,36720,0,19920,0,176040,0,0,21600,0,0,561120,726720,254160,11880,154920,0,11760,301440,2151120,43440,25920,1467240,0,401520,0,0,0,0,24720,0,0,0,0,0,0,0,0,0,0,18960,102000,0,0,0,0,0,0,0,0,0,0,0,125880,0,0,0,0,0,0,0,0,0
BAGR,0,83880,1784760,4920,327960,0,34920,0,142800,0,0,1221360,0,0,600,0,0,0,0,0,0,74160,600,12720,71400,0,0,0,0,0,1236000,0,0,0,0,58440,0,32520,23040,0,0,0,59760,0,391320,0,0,0,0,0,0,0,0,287520,399600,0,180720,0,0,0,178800,0,0,650880,0,0,0,0,0,0,0,0,0,0,0,0,0,60480,0,0,0,0,0,0,57720,0,0,0,0,0,0,0,0,0,0,0,134640,0,83400,10200,0,0,0,341880,63360,0,0,0,96240,0,0,0,0,0,1308720,27000,0,65280,0,3600,0,820440,814560,69360,0,29160,0,0,4200,0,0,1146120,0,0,20040,90600,0,0,220440,202080,0,0,0,0,68640,0,0,0,0,0,0,0,0,0,651720,0,0,35760,11640,0,0,0,0,0,0,0,111240,0,0,0,0,548160,0,110640,0,0,33360,0,0,0,0,3480,0,0,0,0,0,0,0,45720,0,79920,0,0,0,0,0,0,0,0,0,0,272520,0,165360,0,0,0,0,0,0,0
AWCR,0,0,0,13920,0,0,290040,22800,163680,0,0,263760,0,186600,33000,0,0,0,0,0,10560,581520,0,13800,0,0,0,0,0,0,1027800,6120,37800,0,0,0,0,36240,14640,0,0,0,0,0,59880,1272840,1200,0,0,4080,0,0,150000,0,0,0,1924320,0,0,98280,0,0,650880,0,0,0,0,0,0,4920,0,0,0,0,0,0,0,0,10200,0,0,0,1800,0,0,10920,0,0,0,0,0,0,0,3600,0,0,0,0,0,0,24120,0,0,2341920,0,39120,0,0,0,0,0,0,0,0,8040,0,0,0,20760,0,0,355920,0,10800,0,356520,0,0,0,1169280,0,0,110520,11400,0,0,0,0,25920,0,20160,0,0,0,0,658080,7080,1939800,0,0,0,149040,0,0,470400,0,0,0,609000,0,0,0,97680,0,0,0,0,0,0,0,0,174960,0,0,251400,0,0,11280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BWM-VL02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42960,57480,0,0,0,0,0,0,12960,0,62280,0,0,0,0,0,2400,47520,0,0,0,0,1384800,0,334680,0,0,0,24240,0,0,0,0,0,0,0,3600,0,0,0,96000,701160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68160,0,0,0,0,0,0,0,960,0,0,0,15120,0,0,0,0,0,0,0,0,3000,0,4320,0,489480,24480,4680,0,0,0,0,0,0,0,0,0,0,481560,0,0,0,0,0,0,0,0,0,53760,0,0,0,0,0,0,0,0,0,0,0,0,0,91440,0,0,0,0,71520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20280,0,0,0,0,0,0,0,0,0,0,0,0,0,926880,8640,0,0,0,0
BWM-DL03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111720,0,0,0,0,0,207960,0,0,0,0,0,0,0,0,0,0,0,0,14640,0,151200,0,0,0,0,0,1113960,72000,0,0,459720,274680,30600,0,0,0,0,0,0,0,0,0,0,0,0,0,39480,0,0,0,0,0,0,0,6960,73920,0,0,0,0,0,0,0,0,0,0,0,0,64440,0,0,135000,230160,0,0,0,0,0,0,0,0,0,0,0,0,0,11760,0,0,0,0,0,0,0,0,62040,0,0,0,0,0,5040,0,0,0,0,0,0,0,0,0,1920,0,0,600,0,0,0,0,0,0,0,2160,0,171840,0,1981440,0,0,0,0
RMHR,0,0,0,68280,0,0,0,35280,0,0,0,0,0,0,0,18840,315600,0,0,0,0,67440,28200,0,0,0,0,0,6000,0,720,0,0,2742720,0,362160,24960,170280,0,0,0,1680,0,1101840,0,0,0,0,0,0,36600,0,0,0,9840,47640,0,0,0,0,0,120,0,0,0,0,12600,0,0,0,0,0,2163000,0,0,0,0,228480,0,0,0,0,0,0,0,0,246240,24720,0,0,0,0,0,0,0,36720,327480,0,0,231240,0,0,120960,0,0,0,147720,0,259800,0,0,17520,116160,0,0,0,57960,323160,0,30960,63480,0,72240,306600,0,0,91080,21960,324720,0,0,0,0,0,217200,790200,181560,0,0,40320,0,0,82920,0,116640,0,0,0,0,0,0,0,132840,0,9600,0,0,0,407520,0,119160,0,0,15720,406080,14880,218040,540480,65280,5640,23160,10800,46920,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253920,0,66720,128520,777360,0,1198440,0,514920,3960,0,0,603240,16200,0,0,0,0,0,0,5880,0,0
BWM-VL03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59760,0,90120,0,0,0,114240,0,0,0,0,0,0,0,0,0,0,0,0,2443440,0,0,0,0,0,0,0,0,9720,19560,0,4560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149040,0,0,0,0,0,0,0,0,0,0,1625280,0,0,0,814200,0,0,0,0,0,0,268200,0,0,177000,0,0,0,0,0,0,0,0,0,0,0,0,0,10920,0,0,0,0,0,0,0,0,0,0,0,60000,0,0,4200,0,0,0,0,0,0,0,0,148320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63720,295680,0,0
URADR,0,0,0,130680,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,231240,0,0,1560,0,0,0,33960,240240,761280,0,0,0,0,0,0,0,0,0,0,0,0,20640,0,0,0,0,0,0,0,31440,12360,0,0,151680,32400,0,0,0,0,0,0,0,0,0,0,0,0,16440,0,0,0,0,0,0,222480,0,47160,0,0,444120,0,0,0,0,0,1680,0,644520,0,0,0,0,0,0,0,0,190320,0,0,0,0,0,26160,0,0,0,0,1680,0,418800,0,0,0,0,0,0,0,0,0,0,0,0,61560,341160,4800,0,0,0,840,7080,0,0,0,0,0,0,26760,0,0,499560,3480,0,0,0,0,0,0,0,89040,39000,0,240,0,0,0,0,0,0,0,0,0,0,0,30720,0,0,0,0,0,0,3600,0,220440,0,0,0,0,0,0,0,0,0,0,0,0,0,18840,0,0,0,0,52440,33840,0,75000,0,0,0,0,0,5040,681840,0,0,0,0,0,0
IL2L,0,89880,28320,0,0,0,0,0,0,0,0,0,0,0,303960,0,0,0,0,0,10440,24480,18000,0,269760,5280,101040,0,0,0,26400,0,0,95280,0,0,84840,0,0,40560,0,0,0,150000,0,0,112560,0,0,820560,371040,0,0,0,0,0,18000,1549800,0,0,0,62280,0,4920,3600,0,0,0,0,0,0,0,0,887400,0,0,188400,0,0,0,0,0,0,150120,0,0,0,0,0,0,13800,0,0,0,0,0,0,0,345960,0,0,0,6000,49560,63000,0,1375440,0,0,0,0,11880,0,219960,0,366480,0,0,63360,0,0,67800,0,0,0,0,0,0,0,0,0,134760,0,0,0,0,0,61920,0,0,0,0,0,0,28800,0,0,0,0,0,0,0,0,0,0,0,0,112560,0,0,0,0,0,0,0,0,7200,23160,0,0,0,0,0,0,0,0,265440,0,11760,0,0,0,0,0,0,0,0,0,0,0,0,0,3120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VB2,0,0,0,0,0,0,2160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377880,0,0,0,0,0,0,0,680760,0,0,0,0,0,88920,0,0,0,0,0,0,46680,0,0,0,0,0,0,0,0,0,0,0,0,0,16200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375480,0,0,0,0,0,0,0,0,0,0,0,7080,24600,0,0,0,8280,26040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1024680,0,0,0,0,0,0,0,0,0,0,0,0,9000,0,0,0,0,0,0,0,388920,0,0,0,0,0,0,0,81720,0,0,0,0,0,77520,0,0,0,0,138000,0,0,0,0,0,0,0,0,0,0,30480,0,0,0,0,0,0,28560,0,17760,9360,0,0,0,0,0,0,0,1154040,0,0,5160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3120,0,0,4560,0,0,0,0,0,0,0,0,0
OLLR,200520,0,91320,162600,0,0,0,68400,0,10080,0,0,397080,0,0,0,0,0,0,0,0,0,0,368640,0,0,19200,0,98280,0,71040,599640,0,0,0,9720,0,0,0,0,0,0,21720,123720,498360,6000,0,0,0,291840,0,0,0,0,68640,0,0,1115160,0,0,0,0,0,0,0,0,0,0,16440,0,0,0,0,0,0,0,0,0,903360,0,0,0,0,15840,0,115920,71160,0,0,0,0,0,0,0,9960,0,0,0,0,351360,75840,0,255720,54360,0,0,344640,0,0,0,28920,952680,0,756360,0,0,0,65640,0,8040,22920,0,0,76920,0,0,0,719400,1141320,0,0,1360680,0,12960,238440,161400,0,0,0,0,0,0,307320,0,5880,43680,0,39240,0,0,0,0,11040,0,0,0,0,47520,3600,0,0,0,0,0,473040,326040,0,6960,254880,0,0,0,648240,80280,12120,0,814560,0,0,0,57000,0,0,840,0,0,0,0,0,0,43440,0,0,0,0,12480,0,46320,0,0,0,0,0,0,0,0,0,0,0,0,0,11400
RMHL,0,0,0,0,0,0,4320,18360,0,0,0,0,0,0,58320,296280,0,0,0,188280,0,389160,189480,0,0,0,0,0,47280,0,0,0,0,504600,0,478560,164520,200160,0,14760,0,0,0,500400,0,0,0,115440,187560,0,240,34200,0,16920,0,0,0,0,0,0,120960,4320,0,0,0,0,2163000,0,0,0,0,0,0,0,0,0,0,676800,0,0,4440,0,0,0,0,0,367920,0,0,48960,0,0,0,0,24720,5280,713760,0,150600,527400,0,0,646080,0,10680,0,0,0,264840,75720,0,106560,230280,0,0,0,0,200160,0,54960,18600,0,87120,156720,0,0,125520,2520,112200,0,0,0,0,0,104880,87960,1200,0,59040,0,0,0,0,0,320400,0,0,0,0,0,0,0,90840,0,0,0,0,0,30000,0,15480,0,0,164400,331200,0,133320,1676280,335640,160680,126720,0,0,391320,0,0,0,0,0,0,0,0,0,0,0,0,4200,0,0,561480,0,0,70440,2534760,0,969120,0,0,0,1800,5880,25920,0,0,0,0,0,0,0,0,0,0
IL1L,0,0,91680,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,0,0,0,0,0,0,184200,0,134520,0,0,0,9240,0,0,16800,0,0,36360,0,0,0,0,0,0,118920,0,0,32760,0,0,617040,688440,0,0,0,0,0,49200,1270680,0,0,0,8880,0,0,96000,0,0,0,0,887400,0,0,0,0,0,0,279600,0,0,0,0,0,0,2880,0,0,6000,0,0,0,14160,0,0,0,0,0,45600,0,0,98280,0,0,272760,95760,85200,0,0,0,48480,0,96000,331080,0,33480,266640,323640,0,5520,209640,4080,0,6600,0,73080,0,0,0,0,161760,0,9960,122760,0,0,0,0,116520,0,0,0,0,0,0,0,3960,0,0,0,0,0,0,0,994920,0,0,0,0,234480,0,0,0,0,0,0,0,0,240,0,0,151080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1043760,0,0,0,0,0,0,139080,0,0,0,0,0,0,69840,0,0,0,0,0
BWM-VL01,0,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12960,0,0,0,0,0,0,0,0,0,0,0,0,0,48600,0,77760,0,0,0,130560,0,0,701160,0,0,2443440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,24360,0,0,0,0,0,8400,0,0,0,0,0,0,0,3120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34800,0,872040,0,0,0,0,0,0,0,0,9000,0,0,0,204120,0,0,0,0,0,0,35280,0,0,62520,0,0,0,0,0,0,0,0,0,0,0,0,0,155400,0,0,0,0,35520,0,0,0,0,0,0,84240,0,0,0,0,0,0,0,0,0,0,0,217080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23160,0,0,0,0,0,0,0,0,0,0,0,0,0,6600,0,574080,124920,0,0
AVFR,0,0,0,0,0,0,111840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233760,0,0,0,0,0,39960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33600,0,0,0,117720,0,156720,0,0,0,0,0,0,0,0,0,375480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179160,335400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83280,0,0,0,0,0,0,0,0,0,0,0,0,29400,0,0,0,0,0,0,0,138120,0,0,0,0,0,0,0,0,0,0,0,0,0,155520,0,0,0,0,229920,171480,0,0,0,0,0,0,0,0,0,42360,0,31080,0,0,0,0,204720,0,62160,67200,44160,0,0,0,0,0,0,172560,0,0,89160,0,0,0,0,0,0,0,35280,9840,0,0,0,0,0,0,0,0,0,0,0,265440,0,0,0,0,0,0,0,0,0
URADL,0,0,0,0,0,0,0,0,0,0,0,8400,0,0,336000,0,0,0,12000,0,947040,0,0,0,40440,0,0,0,0,0,2400,0,0,0,0,20520,0,0,302880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,441840,0,0,0,0,0,0,0,0,0,0,0,188400,0,0,0,279600,0,0,0,0,0,0,80040,0,0,42360,0,0,0,0,0,0,888480,0,0,0,0,0,0,0,0,0,0,0,0,20160,1680,0,42240,0,27960,0,0,157560,9720,2760,0,0,0,0,452520,0,0,0,0,0,0,0,0,0,0,0,14760,0,0,0,0,0,342000,0,0,360,0,0,0,0,0,0,0,0,0,7200,0,0,0,0,0,9240,0,0,0,0,0,0,0,0,0,0,0,70560,0,0,0,0,0,0,0,480,9240,0,0,0,0,0,42000,0,0,0,0,0,0,0,33240,0,61800,0,0,0,0,0,0,0,0,0,0,0,0,0,422880,729360,0,0,0,0
SAAVR,0,960,0,0,0,0,0,906600,0,0,0,59040,0,0,0,0,0,0,0,32640,0,146400,38640,0,0,25800,246600,0,0,0,0,215160,0,74400,0,241560,30000,56400,42600,0,0,0,0,16800,0,18600,0,0,0,15600,0,87000,0,0,960,0,0,0,0,0,27600,372720,60480,0,0,0,228480,0,0,0,0,0,676800,0,0,0,0,11760,0,0,0,0,0,0,0,0,280800,0,77520,0,0,0,0,0,49200,76800,762120,0,0,55200,7440,0,6000,0,0,0,0,0,100320,0,467160,0,145080,1560,63840,0,0,143040,0,0,43680,0,848760,868680,0,64560,1267680,0,259440,0,0,4080,0,0,0,820080,0,16800,0,0,0,0,0,0,0,4680,0,0,0,0,403320,0,0,0,0,0,0,0,15480,0,11880,0,100440,8400,2436600,129000,1080,11400,783600,543000,146520,0,0,1976520,25800,0,0,0,0,0,0,4080,0,0,0,0,0,229560,0,1816080,0,0,0,116760,0,0,0,15720,34440,0,0,15840,1800,0,6840,0,0,0,0,0,0,127320
