,AWBL,SABD,AWBR,CANL,PVDL,CANR,RMFR,SMDDR,SMDDL,SAADR,URXR,RIH,RIGL,ADER,ADEL,FLPR,FLPL,ASKL,AIAL,URAVR,URYVR,IL1VR,RMDR,RMHR,URAVL,PVR,AVM,BWM-DL08,BWM-DL04,BWM-DL05,BWM-DL07,BWM-DL03,BWM-DL01,BWM-DL02,BWM-DL06,AVAL,URXL,IL2VL,IL1VL,RIBL,OLQVL,CEPDL,BWM-DR07,BWM-DR05,AIBR,URBL,URYDR,OLQDR,BWM-DR01,BWM-DR03,CEPDR,BWM-DR06,BWM-DR02,BWM-DR04,AVAR,OLQVR,OLLR,IL2R,IL2L,IL1L,SAAVL,AVJL,AVHL,RIVL,ALNL,SDQL,ALMR,RMDDL,ALNR,IL1R,AINR,AVJR,AVHR,SDQR,SMBDL,CEPVL,RIMR,RMFL,ADAR,BAGL,ASER,BWM-VR08,BWM-VL06,BWM-VL02,RMDVL,SIAVR,AVDL,PVCR,RIFR,BDUR,AVBR,AVFR,AVFL,ASHR,AIAR,ASKR,PVQR,RMGR,ASJR,AIMR,ASGR,PVPR,AVBL,BWM-DR08,URBR,RMDL,URYVL,BAGR,AVKR,AVKL,SIADR,SIBDR,ADFR,AWAR,AWCR,ASIR,AINL,AFDR,AUAR,AIYR,SMBDR,SMBVR,PVPL,AQR,PVCL,SAAVR,SAADL,SMDVR,RMDVR,SIAVL,RMHL,RICL,SIBVR,RID,AVDR,ALML,BDUL,ASHL,ADFL,RMGL,PVQL,AIML,ASJL,AIBL,AUAL,AFDL,ASGL,BWM-VL04,BWM-VL01,BWM-VL03,BWM-VL08,BWM-VL07,BWM-VL05,AVEL,ADLL,AVER,ALA,ADLR,BWM-VR06,BWM-VR02,BWM-VR04,BWM-VR07,BWM-VR05,BWM-VR01,BWM-VR03,AWCL,RMEV,CEPVR,AIZR,RICR,ASIL,DVA,RIGR,DVC,PVT,ADAL,RIML,SIBVL,SIBDL,SIADL,RIR,AVL,RIVR,RIS,SMDVL,RIAR,RIAL,RIBR,IL2VR,URADR,IL2DR,IL1DR,OLLL,RIPR,SMBVL,AIZL,AIYL,AWAL,ASEL,RIFL,RMEL,RIPL,RMED,RMER,RMDDR,URYDL,IL1DL,URADL,OLQDL,IL2DL
RIML,0,0,0,0,0,0,2670243,3201454,2217431,2448906,0,0,673474,0,0,0,92928,61839,0,0,0,0,5069475,37171,0,0,0,0,0,0,0,0,0,0,0,1133721,0,0,0,1488537,0,0,0,0,3808696,0,21288,0,0,0,2703,188897,0,113879,2760806,0,68259,0,0,0,2057594,0,0,1769687,0,0,0,0,98672,0,3379,1111756,495390,363601,198021,0,307845,409221,239923,11151,0,219985,0,0,0,0,279121,19261,0,0,358195,0,0,0,0,0,0,63191,0,0,0,0,1569638,474439,0,1557811,58122,383539,1504757,3181854,79411,286556,0,0,0,0,0,0,23316,0,0,0,190248,0,0,2654023,3008501,1295923,0,240261,0,348057,134830,71639,318658,0,310210,405504,19937,39198,0,0,0,585277,241274,0,0,0,0,0,0,0,0,1017477,0,566016,0,0,530872,0,259522,0,0,0,0,544727,203089,0,0,295342,288921,107796,116582,189911,128409,2964572,0,803911,1137100,1227325,0,159498,136181,1815982,1572341,0,1152645,325079,0,0,0,0,21626,0,275404,2970654,334540,0,0,3808696,0,0,0,0,0,3379,0,0,0,0
SIBVL,0,16220,0,0,0,0,938065,0,62853,105768,0,275404,535603,337,145643,0,0,0,0,26019,219985,6758,1658511,171325,70963,147333,808304,15882,56770,0,12165,0,0,0,45619,0,0,28047,48998,370698,0,125706,0,0,15544,972195,43253,0,0,0,0,0,0,0,0,14530,122327,135843,96307,0,0,17571,0,32778,18923,0,991795,344002,0,3041,0,0,174366,247019,1004974,0,3379,0,0,169297,0,0,0,0,520396,988753,1025587,239247,0,306493,257832,0,81776,0,0,0,0,633600,0,27033,0,0,516003,0,803235,413952,210862,112527,0,0,260198,431185,0,0,0,0,0,0,0,0,2267781,196669,0,729231,520058,0,782284,3717,765726,2295152,0,374415,2264064,255805,12840,0,0,0,424765,582236,0,0,0,218296,0,0,0,0,0,0,0,0,0,0,0,149698,0,0,0,0,0,0,0,0,0,0,0,171325,30074,1171906,0,3596820,0,0,0,402800,803911,0,2243112,727541,0,0,0,145643,77721,0,304128,153415,18923,0,0,0,0,7772,100700,0,0,0,0,0,0,0,0,0,437944,0,0,0,544389,0
SIBDL,0,0,0,0,0,0,0,55080,897853,11489,86507,0,0,100700,0,0,0,0,0,0,0,0,1189478,223703,0,0,0,0,0,0,0,0,0,0,0,152739,136181,29736,76032,528506,820469,0,0,0,15882,586291,50688,0,0,0,0,0,0,0,0,0,42577,0,0,0,36495,0,0,1027276,0,0,775864,5068,147671,0,197345,61839,93941,0,2412410,105093,639344,27709,0,50688,0,0,63191,0,50350,98672,96645,31088,0,0,125030,0,4055,0,0,20613,23992,372387,50350,169635,0,0,39536,0,80087,0,210186,0,68259,0,53729,129423,0,0,0,0,0,0,0,0,654213,0,0,46295,0,215255,324741,149022,657592,4104038,1238814,763023,524451,150712,576153,0,0,0,0,223703,0,0,0,189573,161863,59811,0,40888,0,0,214579,0,20275,0,0,192614,80424,16896,0,0,0,0,0,0,0,316968,42577,0,255805,69949,0,286894,0,0,0,424427,1137100,2243112,0,2060636,0,0,475115,0,269998,0,160849,0,0,0,0,0,0,0,2276567,67584,377118,0,0,0,0,0,0,0,0,3041,0,0,0,0
SIADL,0,0,0,0,0,0,33116,0,1550714,6420,1689,0,597780,0,1689,0,0,0,0,0,0,0,526479,193628,62177,0,0,0,0,0,0,0,0,0,0,0,4730,24330,83128,269998,0,0,0,0,1450352,0,0,12165,0,0,11489,0,0,0,248371,0,50350,0,0,0,114892,0,0,0,0,0,425103,561960,941445,0,0,0,0,157808,4239206,0,161863,0,61163,0,0,0,0,0,494714,76032,0,0,0,0,2027,17571,11489,0,0,24668,38184,242964,51025,57784,0,0,0,0,48998,380160,127057,0,1118515,804587,183828,105768,0,0,0,0,0,0,0,0,0,79749,0,0,0,0,975237,1351342,73328,1318563,30412,698818,109824,0,296693,0,0,0,0,25006,0,0,0,0,0,0,0,0,0,0,0,0,0,174028,0,344678,62853,0,0,0,0,0,0,0,0,0,0,0,0,177745,0,998215,0,0,0,0,1227325,727541,2060636,0,0,0,26019,142264,766064,86507,460247,24668,0,0,0,0,0,0,0,288583,0,0,0,0,0,0,0,0,480860,70625,0,0,0,0
RIR,0,0,132126,0,0,0,120299,0,0,9461,2021775,3127111,1155686,0,0,0,0,0,0,0,137195,0,0,0,6420,0,0,0,0,0,0,0,0,0,0,0,2316779,0,0,13178,95293,0,0,0,417331,0,0,0,0,0,0,0,0,0,80762,75356,0,0,0,0,0,0,1934929,315617,0,0,0,0,0,0,0,0,1468262,91238,13178,0,0,0,41902,946513,0,0,0,0,0,0,0,29061,192614,0,9123,0,0,230799,0,0,0,5406,0,0,0,2025830,117934,0,0,0,121313,835676,0,0,0,0,1213808,0,0,0,0,6082,517355,1226649,0,487956,2254940,1810913,26019,0,0,0,0,0,0,0,0,28047,0,0,0,283852,1287137,0,0,0,0,371712,198696,0,0,0,0,0,0,0,0,180111,0,265605,0,0,0,0,0,0,0,0,0,0,444702,0,977940,0,0,1910937,1364183,3379,593049,0,0,0,0,0,0,531548,77721,463288,0,921507,695101,75018,0,0,0,0,0,0,591022,642723,850206,0,82452,86507,0,0,0,0,0,0,0,0,0,0
AVL,0,0,0,0,0,0,148008,0,2027,0,0,109486,0,0,0,0,0,0,0,72990,242964,19599,29061,0,186193,0,0,0,0,0,0,0,0,0,0,14530,0,0,337,515665,147333,0,0,0,418344,0,127733,94617,0,0,3717,0,0,0,0,115230,95969,0,0,0,0,0,0,54067,0,0,0,0,0,0,0,0,0,44267,0,0,394352,655902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18585,0,0,0,0,0,0,6758,27371,145305,0,4097617,3522816,613662,0,0,0,0,0,0,0,0,0,860344,169297,0,0,0,0,0,418007,0,0,0,15544,363939,146657,0,0,0,0,0,0,0,0,0,803911,0,0,0,0,0,0,0,0,0,0,0,144291,0,0,0,0,0,0,0,0,0,0,1896407,0,0,0,0,0,1508812,578181,1963991,0,159498,0,0,0,531548,0,863047,5780797,740382,0,0,405841,0,92252,0,57108,0,0,0,0,0,0,0,0,558919,0,605552,647792,0,136857,70963,8110,79073,0
RIVR,0,0,0,0,0,0,1084385,0,4261171,0,0,1284096,681922,321024,0,0,115906,0,0,0,0,0,893460,75018,0,13178,0,0,0,0,0,0,0,0,0,119961,0,4730,0,0,48998,0,0,0,956313,0,61501,0,0,0,0,0,0,0,600145,0,0,144629,0,0,153415,0,0,1929861,151726,27033,0,1075937,0,205793,0,126382,318320,1991362,646440,0,1005987,463964,116920,254791,0,0,80762,0,0,0,0,142602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253777,0,221337,0,6420,114892,539658,675,0,1207050,0,0,0,0,0,0,162539,0,43929,0,0,25681,0,332175,2524938,2400583,1004298,1535170,1374996,688343,35819,0,364953,0,0,0,0,375767,0,0,0,0,0,0,0,29736,0,0,110499,354816,216606,43591,0,135843,0,0,0,0,0,0,0,0,0,0,0,0,0,633600,0,322713,0,791408,75694,0,136181,0,475115,26019,77721,863047,0,443688,118947,313927,900894,57108,0,0,0,0,0,0,61163,0,0,0,0,0,0,0,0,0,0,102727,0,0,0,0
RIS,0,0,0,0,0,0,50350,4683233,1963315,918128,0,1198602,0,0,0,464302,1983590,0,0,0,260536,0,3396771,0,6758,71976,1978521,0,0,0,0,0,0,0,0,14868,0,0,0,2323537,188897,758292,0,0,381849,0,340961,33792,0,0,1437511,0,0,0,4392,139560,270336,0,0,0,0,646778,0,894474,0,0,0,0,0,0,0,891432,0,358195,67584,1260779,1732177,86507,0,337,0,0,0,0,97320,71639,0,80762,309872,16896,54743,0,0,0,285542,0,0,272701,0,292976,0,0,833986,0,11151,2624624,187545,0,1113108,1764956,13178,0,0,0,0,0,0,0,0,852572,0,474439,0,0,225730,0,0,2288394,0,35143,0,126382,73666,25006,14530,0,0,138209,0,47984,0,0,0,675502,0,0,0,0,0,0,0,0,0,836689,0,1338163,0,0,0,0,0,0,0,0,0,0,3355883,1217525,0,241274,0,277094,34805,0,1351,0,1815982,145643,0,142264,463288,5780797,443688,0,3118663,0,0,2555688,0,0,0,89210,23316,0,83128,0,914073,0,0,1351,771471,0,1883904,1091819,428482,224716,14868,0,0,0
SMDVL,0,68259,0,0,0,0,0,6525911,173352,2757089,0,61839,50350,160174,0,0,136857,0,0,0,499445,0,125368,440985,0,93603,0,0,0,0,0,146657,38522,0,0,1675745,0,0,0,137195,0,0,0,0,321699,0,0,0,0,9461,0,0,0,0,433889,0,328796,0,9799,0,1750087,125706,502824,2690519,263915,0,0,0,794112,0,4055,0,0,358871,172677,1351,1666283,39198,427806,169973,0,0,0,0,443688,1254696,46970,34805,0,0,43929,0,0,0,0,0,0,78059,0,0,0,0,1689,0,0,629207,0,0,212551,368332,1621002,87859,0,0,0,0,123340,0,0,0,0,504852,0,19261,0,239585,55418,2361047,62515,0,144291,325416,0,0,125368,0,0,0,0,0,0,0,0,0,13516,0,0,0,10813,43591,0,0,0,658268,0,32440,0,0,79749,0,0,6082,271349,36157,440985,0,1547673,855613,0,690708,0,600483,0,0,0,0,1572341,77721,269998,766064,0,740382,118947,3118663,0,3313981,2717552,1269565,0,0,0,0,239923,0,0,0,0,0,0,0,0,0,64542,0,1241180,116244,181800,0,1689,0
RIAR,0,0,79749,0,0,0,38522,2897664,3146373,326430,2948352,2664161,0,260874,0,109824,0,0,0,80087,125368,2365,2619893,72314,0,0,0,0,0,0,0,0,0,0,0,554188,0,0,0,0,0,55418,0,0,0,0,0,6082,0,0,1393582,0,0,0,1567610,83804,7434,0,0,169297,0,0,0,288921,0,0,0,3780311,69611,189235,0,0,0,354140,25006,82452,853923,228096,76707,2724986,0,0,0,0,3185909,120299,0,0,42240,0,0,0,0,162201,0,0,0,0,0,0,0,0,0,0,0,3038914,0,0,0,0,513300,121313,1745356,0,675,218296,160174,36157,1244559,1809561,630896,599470,0,224716,0,1349990,0,3052431,4294287,522762,0,0,406179,0,0,0,0,0,0,0,0,0,0,247695,0,0,0,0,0,0,0,0,48998,70963,0,0,0,0,0,0,0,0,0,0,0,81100,0,1899110,3853639,0,0,74004,467681,0,0,0,0,0,0,86507,921507,0,313927,0,3313981,0,4297666,2109296,106106,0,0,0,0,0,13516,304128,0,0,40212,0,0,0,0,0,4826511,0,0,0,0,0
RIAL,57108,0,0,0,0,0,186531,3405219,3643453,0,0,2708766,456192,0,209848,0,0,0,0,0,0,0,3559649,0,120637,0,0,0,0,5068,10813,0,0,0,0,1916682,2420520,323051,4392,1995079,56094,650158,0,10475,268308,0,0,0,0,0,159836,45281,0,0,417669,0,0,0,0,385228,1234083,0,0,1232056,0,0,0,5502013,0,130099,129423,0,0,317306,583249,1095198,4392,138547,0,0,218296,0,0,0,4054026,844800,0,0,0,0,0,0,0,0,0,0,0,151388,0,0,0,0,0,0,0,2566840,75356,2354288,0,0,34467,0,0,0,0,0,0,0,0,73666,36495,47308,0,256819,0,27371,269998,2894284,3508961,126044,210186,0,0,0,0,0,0,191938,2171473,0,0,0,0,0,1290516,21626,0,0,0,0,0,0,0,0,0,89548,0,0,16558,0,0,0,4055,0,0,0,0,13854,10137,154429,101038,0,0,0,0,0,1152645,304128,160849,460247,695101,0,900894,0,2717552,4297666,0,0,0,0,0,0,0,0,627179,4500418,2344151,0,0,69949,0,0,43253,0,3397109,0,0,0,6082,0
RIBR,0,0,384552,0,0,0,257157,346368,1098915,0,150374,784650,0,0,0,0,0,0,0,117596,1116149,0,0,0,0,0,97320,0,0,0,0,0,0,0,0,0,0,0,0,437944,0,0,0,0,15882,0,1336473,150036,0,0,403476,0,0,0,469370,273377,1078978,69949,0,0,0,0,0,0,0,0,0,0,0,276080,1330391,0,0,0,0,0,1475696,5406,0,3340677,157808,0,0,0,0,252088,199710,0,0,0,94955,0,0,0,0,0,0,10475,0,0,0,0,502487,0,0,217282,0,1608161,31426,0,267294,619407,347719,0,77383,0,883998,0,4019220,3086899,38522,0,0,10475,0,0,0,438620,67246,0,0,0,208834,43591,0,0,0,0,0,0,0,0,0,531548,0,0,0,0,0,0,0,0,0,2509056,0,475115,0,0,0,0,0,0,0,0,0,0,1511178,296693,2294814,0,0,224716,188221,688343,832296,0,325079,153415,0,24668,75018,405841,57108,2555688,1269565,2109296,0,0,0,0,0,41226,0,0,0,0,0,0,0,0,0,0,975912,1400678,0,0,0,0,0,0
IL2VR,0,0,0,0,0,0,21964,0,0,0,126720,1740288,0,0,0,0,0,0,0,1996431,65556,1592954,0,56770,0,0,0,0,0,0,0,0,0,0,0,41226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1012408,0,528506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41902,226406,0,0,0,0,0,46295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31426,56770,0,0,0,0,0,0,0,0,4055,0,0,0,0,0,0,0,0,0,0,61501,33792,0,0,0,0,0,0,0,0,0,0,128071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52039,0,384215,618055,0,92928,0,0,16896,88535,111513,0,0,18923,0,0,0,0,0,0,0,106106,0,0,0,0,0,0,0,2690181,0,0,0,0,0,0,724838,0,397731,289935,71301,0,0,0,0,0
URADR,0,0,0,0,0,0,1351,0,0,0,0,268308,0,0,0,0,0,0,0,0,0,0,0,16896,0,108810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1482792,510935,2289070,277432,1229352,0,347719,95293,0,0,78397,1546321,0,0,0,55418,0,0,0,0,0,63191,0,174704,0,46295,38184,0,0,0,0,17571,89548,0,0,0,0,0,0,0,0,0,81438,102727,78059,0,0,0,0,0,2365,0,0,74004,0,0,0,0,0,0,0,0,49674,37847,0,0,0,0,675,1351,0,0,0,0,0,0,0,0,0,0,0,24668,0,0,0,39874,0,0,37509,0,72314,0,0,0,0,0,0,15206,0,0,0,0,0,0,0,0,0,0,0,0,5406,0,0,28385,0,0,0,0,0,0,726190,0,0,131112,0,0,43253,42915,62177,0,0,0,0,0,0,92252,0,0,0,0,0,0,0,0,2056919,1769687,0,3040942,0,0,0,0,0,0,1032007,0,792422,272701,0,0,0,0,0,0
IL2DR,0,0,0,0,0,0,0,0,0,0,426455,930293,0,0,0,0,0,0,0,0,0,0,0,113541,0,60487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,815738,1344245,0,0,1459814,0,0,0,0,0,0,213565,0,0,0,0,0,0,0,0,0,0,0,0,56432,0,675,0,0,0,0,0,98334,5406,0,0,0,0,0,0,84480,0,62177,128071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65556,0,0,0,0,0,0,8785,15206,84142,0,62853,0,0,0,0,0,0,0,0,0,0,0,0,37847,0,0,0,0,102389,0,0,0,0,0,0,1351,0,0,0,0,0,0,0,0,0,0,0,142602,0,0,0,0,0,0,0,0,0,35143,73666,0,23654,145981,0,0,101038,39198,5744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2056919,0,1662566,0,3665418,0,0,0,0,0,0,496404,0,358533,281487,0,0,0,0,0,0
IL1DR,0,0,0,0,0,0,19599,0,15544,0,52039,112527,0,0,0,0,0,0,0,2027,0,0,0,0,0,80424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12165,0,2791219,3505582,515328,0,1688924,0,459233,10813,0,0,1081681,96645,0,0,0,0,0,0,0,0,0,115906,0,831283,59473,26019,39198,0,0,0,0,41226,0,92252,0,0,0,0,0,0,50688,0,3379,128071,0,0,0,0,0,6082,337,0,46295,62853,0,0,0,0,0,0,0,74342,70625,22302,0,0,0,0,97996,25006,48322,45281,143616,18585,0,0,0,0,0,0,0,121313,5146521,0,0,0,0,19261,2027,0,17233,0,0,0,0,0,0,11489,0,0,0,0,0,0,0,0,0,0,0,161525,61839,117258,0,0,0,0,0,0,0,59136,239247,0,6758,0,0,0,115568,31426,67584,0,0,0,0,0,0,57108,0,89210,0,0,0,41226,0,1769687,1662566,0,11827,1996431,0,0,0,0,21626,0,10813,0,552161,1759211,0,0,88872,0,0,0
OLLL,0,0,0,0,0,0,168960,994160,597442,1028966,0,160849,784988,0,882647,0,0,39536,0,0,0,0,730920,5744,15882,0,0,0,0,0,0,0,0,0,0,0,94617,0,1417574,1829836,507555,1419264,0,0,0,1320253,0,0,0,0,0,0,0,0,0,0,577505,0,2026168,2120448,4392,0,0,0,188221,0,0,2132275,0,0,2027,0,0,0,0,1334108,26357,0,0,57784,0,0,0,0,2441134,0,7434,0,0,0,0,59811,0,0,0,0,0,0,0,0,0,0,0,0,0,255805,305817,0,0,0,1351,75694,0,0,21964,0,0,0,0,0,0,0,0,0,0,0,43591,661647,2027,96983,0,0,1689,0,0,0,0,0,0,198021,19261,0,47646,0,0,0,0,0,0,23654,0,0,0,0,237895,3575531,24668,0,0,0,0,0,0,0,0,141250,2363750,0,0,0,32778,0,0,64880,0,0,21626,0,0,0,0,0,0,23316,239923,0,0,0,0,0,0,11827,0,0,193628,0,0,0,0,0,1884917,0,1241518,0,28723,338595,538644,0,206131,0
RIPR,0,0,0,0,0,0,0,0,0,0,181800,1822064,0,0,0,0,0,0,0,2614487,161187,1840650,0,0,0,143953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65894,119623,0,0,0,100700,0,0,434565,0,53053,0,0,0,0,0,0,0,0,153753,0,0,0,0,0,0,0,0,0,0,0,521072,0,0,0,0,0,675,0,0,0,0,0,77383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16558,46295,0,0,0,140574,0,0,340285,650496,0,0,0,37171,0,0,0,0,0,7772,0,0,0,0,0,0,0,0,0,0,2690181,3040942,3665418,1996431,0,0,0,0,0,0,0,0,600821,74680,332513,670433,22640,0,0,0,0,0
SMBVL,1291192,0,0,0,0,0,10137,0,154767,104417,0,117596,989429,0,0,0,0,0,377794,0,0,0,328458,173690,0,0,0,0,0,0,0,0,0,0,0,158484,55080,0,0,0,996526,0,0,0,0,310886,0,0,0,0,0,0,0,0,0,0,0,0,284190,33454,0,0,0,0,46970,0,0,134830,0,0,0,183828,677867,0,7989780,1210091,0,0,0,0,0,0,114216,232151,0,0,0,0,0,0,285880,75356,65894,0,0,0,0,0,0,0,0,0,71639,0,0,0,55418,0,75356,253777,0,0,0,0,0,0,0,0,0,0,129761,740044,0,0,39874,918128,4046254,161187,1731840,2572584,124692,1052620,124354,82114,0,0,0,807966,1468938,1081344,0,280135,0,0,0,13516,79411,446054,366981,307169,145305,64880,314265,0,1220229,85493,0,0,0,0,0,0,0,0,0,0,401448,0,0,90900,0,518707,21288,68259,0,116244,275404,100700,2276567,0,591022,0,61163,83128,0,13516,627179,0,0,0,0,0,193628,0,0,3090954,289935,226068,0,207144,0,0,0,0,259860,0,0,0,0,0
AIZL,1875118,0,0,0,0,0,0,0,0,0,0,1038090,1819023,0,0,0,0,0,1365534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74680,0,0,1698723,20275,0,0,0,2724648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244316,0,3049728,0,544389,0,232151,7434,1176637,0,0,0,0,0,73666,0,0,0,0,0,0,8448,0,0,0,0,0,0,0,0,583925,0,0,0,40212,576153,85155,74004,0,295342,53053,0,488970,0,0,0,123002,112865,58122,353126,1689,6082,0,0,0,0,0,0,0,0,213903,378132,228433,0,0,898191,3171717,0,0,49336,0,660295,250736,1477386,733962,0,0,0,0,0,0,1536184,2703,1882552,0,0,0,0,0,0,0,0,0,483225,29736,0,1033021,0,38522,2248181,332175,784312,0,0,2970654,0,67584,288583,642723,0,0,0,0,304128,4500418,0,0,0,0,0,0,0,3090954,0,3648522,1454069,357519,0,0,0,0,0,0,16558,0,0,0,0
AIYL,1045186,0,0,0,0,0,0,0,0,0,0,1071544,176394,0,0,0,35143,0,207482,0,0,0,0,0,0,0,130099,0,0,0,0,0,0,0,0,0,121313,0,0,3189288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378132,498432,5744,0,282163,0,0,0,0,246005,2071787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3041,0,0,0,0,2564474,0,0,0,0,0,0,542361,0,371036,89210,0,740044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8448,540334,0,184504,99010,0,472750,2441809,6339041,71976,0,0,0,0,0,0,0,44605,0,0,0,0,0,0,0,0,0,0,2294476,0,0,42577,0,626165,0,67921,0,0,0,334540,0,377118,0,850206,0,0,914073,0,0,2344151,0,0,0,0,0,0,0,289935,3648522,0,2255953,3251804,143616,0,0,0,0,0,0,0,0,0,0
AWAL,3822888,0,274053,0,0,0,0,0,0,0,0,0,1013,0,0,0,0,360560,1007001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57784,0,0,0,0,0,0,0,0,0,889067,0,7096,0,0,0,0,0,0,0,0,0,0,0,0,0,4392,0,0,249722,982671,168960,0,0,117934,0,0,0,0,0,201738,0,0,0,0,18247,0,0,0,0,0,493363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2079559,2604349,11827,371712,22978,133140,121313,2027,967464,431185,0,0,0,0,0,0,0,2023464,0,20613,0,0,0,0,0,0,0,0,50688,0,0,0,0,407869,5068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226068,1454069,2255953,0,5000878,96307,0,0,0,0,0,0,0,0,0,0
ASEL,983347,0,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543037,702535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131788,0,1013,71301,0,0,0,0,0,0,0,0,19937,6420,39198,0,0,0,0,0,0,0,0,0,0,8448,66570,0,0,0,0,0,0,0,0,1137776,306493,0,0,0,0,0,0,0,0,0,0,17909,267632,0,569733,0,0,0,0,0,23992,0,0,0,0,0,0,266956,0,0,0,0,725514,0,875550,527493,1069178,1791989,103741,2320158,0,0,0,0,0,31426,0,0,0,0,0,0,0,0,0,0,0,958341,190924,0,365629,0,282163,3563704,17571,29061,517017,0,0,0,0,0,0,0,1905530,0,3379,0,0,0,0,0,0,0,0,3330539,0,0,732948,0,451799,0,0,0,0,0,0,0,0,0,82452,0,0,0,0,40212,0,0,0,0,0,21626,0,0,0,357519,3251804,5000878,0,2027,0,0,0,0,0,0,0,0,0,0
RIFL,714362,0,42240,0,0,0,0,0,0,0,0,0,0,0,125706,0,0,215592,1864304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16896,0,0,0,0,87521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5406,0,260198,603187,0,0,234854,0,0,0,0,0,1625395,685977,0,0,85155,0,0,0,0,0,0,0,0,0,0,49336,0,0,0,5068,1700413,1468262,32440,0,0,0,0,0,8448,0,84817,1066813,0,0,0,0,0,0,0,0,0,72990,0,0,0,0,0,0,0,0,0,978278,0,0,0,0,0,0,337,0,0,0,0,101038,494714,2466478,4191221,381849,1124597,1164472,97320,120637,115568,0,0,0,0,0,0,0,0,0,40888,109486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72314,3808696,0,0,0,86507,0,0,1351,0,0,69949,0,0,0,0,0,0,0,207144,0,143616,96307,2027,0,0,0,0,0,7772,0,17909,107796,78059,34129
RMEL,0,0,0,0,0,0,0,0,0,0,0,758630,343326,739368,0,0,0,0,0,1349990,0,0,58798,0,443013,0,0,0,0,0,0,0,34129,47646,0,0,0,329134,1145886,1455759,1053972,0,0,0,0,0,0,0,0,0,0,0,2196480,628193,0,0,128747,4068894,389621,0,0,0,0,0,0,0,0,6758,0,3256535,0,0,0,0,0,0,0,46632,0,0,0,0,0,40212,6758,0,0,0,0,0,0,0,0,0,0,0,0,10475,0,0,0,0,0,0,0,158484,142264,0,0,60825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15882,0,0,0,0,0,0,54405,0,0,0,1174609,750520,0,0,0,1351,0,2587791,0,0,0,0,0,0,81438,503162,0,0,0,0,0,0,558919,0,771471,0,0,0,0,724838,1032007,496404,10813,1884917,600821,0,0,0,0,0,0,17233,535265,2051850,823848,0,273377,1664593,440309,2003189,503162
