,AWBL,SABD,AWBR,CANL,PVDL,CANR,RMFR,SMDDR,SMDDL,SAADR,URXR,RIH,RIGL,ADER,ADEL,FLPR,FLPL,ASKL,AIAL,URAVR,URYVR,IL1VR,RMDR,RMHR,URAVL,PVR,AVM,BWM-DL08,BWM-DL04,BWM-DL05,BWM-DL07,BWM-DL03,BWM-DL01,BWM-DL02,BWM-DL06,AVAL,URXL,IL2VL,IL1VL,RIBL,OLQVL,CEPDL,BWM-DR07,BWM-DR05,AIBR,URBL,URYDR,OLQDR,BWM-DR01,BWM-DR03,CEPDR,BWM-DR06,BWM-DR02,BWM-DR04,AVAR,OLQVR,OLLR,IL2R,IL2L,IL1L,SAAVL,AVJL,AVHL,RIVL,ALNL,SDQL,ALMR,RMDDL,ALNR,IL1R,AINR,AVJR,AVHR,SDQR,SMBDL,CEPVL,RIMR,RMFL,ADAR,BAGL,ASER,BWM-VR08,BWM-VL06,BWM-VL02,RMDVL,SIAVR,AVDL,PVCR,RIFR,BDUR,AVBR,AVFR,AVFL,ASHR,AIAR,ASKR,PVQR,RMGR,ASJR,AIMR,ASGR,PVPR,AVBL,BWM-DR08,URBR,RMDL,URYVL,BAGR,AVKR,AVKL,SIADR,SIBDR,ADFR,AWAR,AWCR,ASIR,AINL,AFDR,AUAR,AIYR,SMBDR,SMBVR,PVPL,AQR,PVCL,SAAVR,SAADL,SMDVR,RMDVR,SIAVL,RMHL,RICL,SIBVR,RID,AVDR,ALML,BDUL,ASHL,ADFL,RMGL,PVQL,AIML,ASJL,AIBL,AUAL,AFDL,ASGL,BWM-VL04,BWM-VL01,BWM-VL03,BWM-VL08,BWM-VL07,BWM-VL05,AVEL,ADLL,AVER,ALA,ADLR,BWM-VR06,BWM-VR02,BWM-VR04,BWM-VR07,BWM-VR05,BWM-VR01,BWM-VR03,AWCL,RMEV,CEPVR,AIZR,RICR,ASIL,DVA,RIGR,DVC,PVT,ADAL,RIML,SIBVL,SIBDL,SIADL,RIR,AVL,RIVR,RIS,SMDVL,RIAR,RIAL,RIBR,IL2VR,URADR,IL2DR,IL1DR,OLLL,RIPR,SMBVL,AIZL,AIYL,AWAL,ASEL,RIFL,RMEL,RIPL,RMED,RMER,RMDDR,URYDL,IL1DL,URADL,OLQDL,IL2DL
ADAR,0,0,137195,0,0,0,0,4730,17571,271687,1583155,8448,0,388270,0,30750,150712,0,0,53391,108810,34467,4055,63191,0,109824,0,0,0,0,0,0,0,0,0,1809561,0,0,0,0,0,0,0,0,209510,0,185518,57784,0,0,25006,0,0,0,700170,189573,34129,13178,0,0,300410,408545,247357,123340,0,0,1472993,0,0,0,0,0,0,669757,176056,0,3504568,135843,0,0,0,2365,0,0,0,164567,664012,0,261212,30412,1590251,7772,147333,2685788,306831,120975,264591,810332,0,23654,0,273039,907991,0,469708,0,0,0,0,0,0,437268,94279,0,0,0,0,0,13516,0,431523,259184,0,530196,20275,0,48322,0,0,0,0,1175285,213565,0,378132,0,0,154767,0,0,0,0,0,152064,0,0,0,0,0,0,0,0,0,8785,0,26357,0,715038,0,0,3379,0,0,0,0,0,0,0,0,581898,0,1214822,0,0,0,0,239923,0,0,61163,41902,0,116920,0,427806,76707,0,0,41902,89548,98334,0,0,521072,0,232151,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAGL,0,0,0,0,0,0,455178,0,0,20613,66908,1624381,159160,0,0,0,0,0,0,52715,20613,79411,0,0,0,0,0,0,0,0,0,0,0,0,0,139223,32440,0,0,989767,168622,0,0,0,0,0,0,43929,0,0,0,0,0,0,1436835,0,0,675,2365,0,123340,0,0,175042,0,0,0,0,0,0,1311129,0,0,0,0,0,26695,0,0,0,0,0,0,0,50688,0,1250304,42915,0,0,7772,0,0,0,69949,0,0,0,0,0,1689,71301,63528,0,0,0,0,2058270,0,0,0,22978,0,11151,22640,242626,903260,1826795,323727,1885593,0,0,0,2491146,5068,6420,0,39536,0,0,0,0,64880,1067827,296693,0,0,0,0,0,0,0,0,630558,459233,0,0,0,0,0,0,0,0,468695,0,1498337,0,0,0,0,0,0,0,0,0,1285109,0,527493,707604,0,0,284190,1540239,0,49674,0,11151,169297,50688,0,946513,0,254791,337,169973,2724986,0,3340677,226406,0,5406,92252,57784,0,0,7434,246005,0,1137776,0,0,0,0,0,0,0,133816,0,134154,74004
ASER,92252,95969,949893,0,0,0,0,0,6082,0,0,0,0,0,0,0,0,38522,305479,0,0,0,0,0,0,0,16558,0,0,0,0,0,0,0,0,166594,0,0,0,0,0,0,0,0,3709009,0,0,5406,0,0,0,0,0,0,0,0,9799,14868,18247,2365,59811,0,0,34805,0,0,0,0,0,25344,1033697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48660,0,0,27709,789043,882309,1419264,329809,712335,0,443688,6082,890419,0,0,0,0,0,0,629882,0,0,0,0,295004,4935997,2881443,788367,40212,11827,21288,4020910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,732272,0,1299302,0,0,0,0,0,0,0,0,0,0,96983,2180259,0,0,0,0,0,0,0,1520977,0,0,893798,0,149698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218296,157808,0,0,0,0,0,0,0,1176637,2071787,0,306493,0,0,0,0,0,0,0,62177,0,34805,42577
BWM-VR08,0,0,0,0,0,0,57446,0,0,4392,45281,0,0,0,0,0,0,0,0,0,0,0,241950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1117163,0,0,0,0,0,0,0,128071,0,0,0,0,0,128071,0,0,0,0,0,0,0,0,0,155443,0,0,0,0,0,0,0,0,0,3717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2469181,0,772485,0,0,0,0,0,0,823511,0,0,0,0,0,0,0,0,219985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BWM-VL06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417331,377118,0,0,0,0,0,0,675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44267,63191,737003,0,0,0,0,0,0,0,0,0,0,743761,0,0,0,0,0,0,0,4465950,0,0,2117744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63191,0,0,0,80762,0,0,0,0,0,0,0,0,0,0,0,114216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BWM-VL02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24330,0,0,0,0,0,0,0,158484,160512,1357086,0,0,0,123002,0,0,0,0,2581032,0,0,0,0,235192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,686315,0,0,0,0,0,0,0,296693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,675,0,19261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,505190,0,0,0,0,0,0,0,0,0,0,153415,0,0,0,0,0,0,0,6379929,1673717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232151,0,0,0,0,0,40212,146319,0,1582141,33116,32778,0,2027,0,0
RMDVL,0,0,0,0,0,0,6082,412600,10137,710307,0,0,0,0,0,0,0,0,0,26695,1329039,21964,1469952,419358,0,0,0,0,62515,50688,317982,32778,262563,295004,0,201738,0,0,0,8110,0,2245816,0,0,12165,0,0,0,0,0,6082,0,5406,0,0,2291773,13178,0,0,2549944,488294,0,0,739031,0,0,0,320348,40212,719431,0,0,0,519045,0,0,0,128409,0,50688,0,0,0,19261,0,1277675,0,43929,0,0,0,0,0,0,0,0,0,13516,0,0,0,0,0,0,0,1302343,0,0,0,0,0,293652,0,0,0,0,0,0,0,0,0,1323970,0,0,0,0,0,5406,1750425,99010,291624,160512,942796,0,73666,0,0,0,0,1144197,0,0,0,0,0,0,0,0,45957,281487,0,35819,276756,133478,0,495052,0,0,767416,537292,1711564,759982,1967032,372725,1132707,0,237557,237557,0,34129,0,0,0,0,0,0,0,520396,50350,494714,0,0,0,97320,443688,3185909,4054026,0,0,0,0,0,2441134,675,0,0,0,0,0,0,6758,25681,1804830,0,10622515,2644224,5895352,3379,279459,84142
SIAVR,0,197345,0,0,0,0,0,5744,51701,58798,0,90562,0,20275,0,0,370698,0,0,41564,0,33792,83804,605214,0,135168,518369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315955,6758,142264,235192,0,0,277432,33792,77383,1153996,0,0,0,209172,0,101713,0,0,0,253102,28047,0,749168,87521,164567,0,0,0,0,0,1277675,0,199034,349747,0,0,0,0,0,0,0,0,0,421386,0,0,0,0,220323,0,170311,1367562,0,0,283176,0,1608161,3173068,533913,0,0,0,0,0,0,0,1918371,2923683,0,0,170987,111175,6758,5744,115906,0,9461,295342,1539225,0,0,0,0,0,0,0,0,0,0,93603,0,0,0,0,0,0,0,0,0,740720,0,124692,0,0,0,0,0,0,0,0,0,0,0,110499,0,1381754,0,2045767,0,0,0,0,0,988753,98672,76032,0,0,0,71639,1254696,120299,844800,252088,46295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVDL,0,0,0,0,0,0,0,0,0,0,154429,0,170987,0,122664,0,666378,41902,0,0,62515,0,0,11151,0,110161,736665,0,0,0,0,0,0,0,0,200724,0,0,0,8448,0,46295,0,0,166256,121989,0,164904,0,0,92928,0,0,0,309872,51025,0,0,0,0,81776,1595996,170649,313927,0,0,1033697,0,0,0,0,72652,0,117258,0,0,77721,0,664012,1250304,0,0,0,0,0,199034,0,1774080,0,104755,830945,39874,0,425441,0,0,0,895488,0,0,0,172001,1067827,0,87521,0,0,136181,0,0,184504,92252,0,0,0,0,110499,0,110499,0,28723,98672,0,82114,1023897,0,115568,0,30750,0,0,202076,0,871495,141250,1001256,43253,309872,0,0,0,230461,96645,443351,0,0,0,0,0,0,0,0,0,0,93603,685301,66232,677191,0,0,0,0,0,0,0,0,0,72652,0,1208064,0,727541,186869,22640,0,105093,279121,1025587,96645,0,0,0,0,0,46970,0,0,199710,0,0,84480,50688,7434,0,0,73666,0,0,0,49336,0,24668,0,0,0,149360,0,93265,78397,0
PVCR,0,0,0,0,0,0,5744,92252,0,0,0,0,0,360560,0,92590,963747,0,0,0,21626,0,0,0,0,503838,1722040,0,0,0,0,0,0,0,0,1777459,0,0,0,0,0,0,0,0,22640,0,0,0,0,0,23992,0,0,0,741058,21288,0,0,0,0,175042,778567,541685,364277,0,0,793436,0,0,0,0,494376,0,0,0,0,28047,0,0,42915,0,0,0,0,43929,349747,1774080,0,30412,14868,1660876,27709,0,8110,0,0,0,6420,0,0,0,1896744,3178137,0,4730,0,0,0,0,0,0,271011,0,0,0,0,0,0,0,0,129423,146319,118609,2044753,2251560,68597,0,10137,0,102051,0,361912,295342,355491,265605,0,0,0,0,421724,0,0,0,0,0,0,0,0,0,0,0,0,0,602849,0,94279,0,72314,0,0,0,0,0,0,0,0,0,45619,0,43253,0,1483468,0,0,0,24330,19261,239247,31088,0,29061,0,142602,80762,34805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7434,0,0,0,1013,0,96307,0,0
RIFR,0,0,643737,0,0,0,0,0,0,0,33116,0,0,146319,0,0,0,0,0,0,0,0,0,0,0,0,336230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21626,0,0,0,0,0,74680,0,0,0,0,0,0,0,0,0,0,1683855,708956,0,0,0,574801,0,0,4730,0,357519,175380,139560,0,0,3398799,0,261212,0,48660,0,0,0,0,0,0,30412,0,1383782,1820712,1416222,1333432,4387891,1132707,314265,1078302,466667,0,440647,0,1335797,0,0,0,0,0,0,0,0,0,0,217620,652185,0,0,0,0,207820,336230,0,1109053,0,0,0,0,71976,0,0,0,0,23654,0,0,51363,0,559257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129761,0,216944,0,0,0,0,0,0,0,0,0,61163,162539,0,0,0,0,0,0,0,0,0,0,0,192614,0,0,309872,0,42240,0,0,0,81438,62177,3379,0,0,0,0,0,4392,0,0,0,0,0,0,0,0,0,0,0,0
BDUR,0,0,0,0,0,0,0,0,0,0,0,0,0,133816,0,0,0,0,0,0,0,0,0,0,0,347043,1983252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11151,1351,0,0,117596,0,0,0,0,0,0,0,0,0,0,854261,0,0,0,0,2338068,0,0,110499,0,439633,0,243978,0,0,212551,0,30412,0,0,0,0,0,0,0,104755,14868,1383782,0,302438,432875,873185,29061,0,0,568719,756264,0,5744,0,0,128071,16896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9799,0,0,0,0,0,0,0,0,0,65556,0,130437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3041,0,0,0,0,0,0,0,0,0,0,0,46632,0,0,0,0,0,0,0,0,0,306493,0,0,0,0,0,16896,0,0,0,0,0,102727,128071,128071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVBR,0,31764,18585,0,0,0,27371,0,0,0,41902,30412,576829,0,0,35819,595752,0,0,0,0,0,0,0,0,2027,1256048,0,0,0,0,0,0,0,0,653875,21288,0,0,465991,0,0,0,0,1256724,0,74342,109486,0,0,0,0,0,0,1742991,0,0,0,0,0,0,2198845,1236787,85493,0,1426360,411586,0,0,0,0,703887,342650,879605,53391,0,1458124,0,1590251,7772,0,0,0,0,0,0,830945,1660876,1820712,302438,0,145981,167270,1663918,0,0,0,198696,0,6758,0,1797734,855613,0,0,0,69611,0,174028,64880,0,0,324741,469370,0,0,0,0,222689,0,0,23992,1286799,3372779,2589818,0,0,0,0,0,0,0,1001594,2109972,516003,0,53391,7772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49674,6420,734300,0,94955,0,0,0,0,0,0,0,0,0,0,243978,0,0,1553080,0,54743,0,1215498,358195,257832,125030,2027,9123,0,0,54743,43929,0,0,94955,0,78059,0,0,0,77383,285880,0,0,0,0,5068,0,0,0,0,0,0,0,0,0,0
AVFR,316293,0,147333,0,0,0,0,85831,0,0,89210,0,0,0,203765,0,0,21964,0,0,0,0,0,0,0,0,76707,0,0,0,0,0,0,0,0,0,107796,0,0,0,0,0,0,0,0,0,0,14192,0,0,0,0,0,0,0,0,0,48660,77045,18247,0,423075,132802,0,3379,0,92928,0,0,24668,0,124016,772147,0,0,133140,0,0,7772,0,27709,0,0,0,0,0,39874,27709,1416222,432875,145981,0,4498391,461936,0,4730,1420615,875888,862709,1047889,0,0,282839,0,3041,0,0,0,0,0,0,47984,0,931645,0,0,0,0,0,0,0,72990,0,0,0,0,0,0,0,187207,0,173015,222689,100700,7096,126720,1491240,543713,0,1597347,1530777,1468938,183828,0,0,0,0,0,0,0,0,0,0,4392,12840,0,0,10813,0,0,0,0,0,0,0,0,0,233164,0,0,0,161187,0,0,0,52039,0,0,0,17571,0,0,0,0,0,0,0,0,0,0,0,0,59811,0,75356,0,0,249722,17909,1700413,0,0,0,0,0,3379,0,0,16896,0
AVFL,70963,0,12840,0,0,0,0,2703,0,0,12165,0,0,0,0,0,0,424765,79749,0,0,0,0,0,0,0,9799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7096,0,0,0,0,0,0,0,0,0,1689,3717,64204,0,0,6758,0,0,0,0,0,0,0,0,0,0,111175,0,0,0,56432,0,147333,0,789043,0,0,0,0,0,0,0,1333432,873185,167270,4498391,0,1032683,281149,805263,2724648,966451,596090,886026,0,0,145305,0,0,0,0,0,0,0,1351,27033,0,380835,0,0,0,0,0,0,0,17233,0,0,0,0,0,0,0,111175,0,123340,23654,0,0,34467,200048,818104,0,1612554,1993052,329809,637992,0,0,0,0,0,0,0,0,0,0,0,255129,0,174028,418007,0,0,0,0,0,0,0,0,0,0,0,0,0,87859,0,0,0,60487,0,81776,4055,11489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65894,0,0,982671,267632,1468262,0,0,0,0,0,0,0,0,0,0
ASHR,0,10475,1007339,0,0,0,0,0,0,0,944824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33792,0,0,0,0,0,0,0,0,1795031,0,0,0,0,0,0,0,0,0,567367,0,0,0,0,0,0,25681,1426022,0,0,0,27371,0,0,0,0,224040,59136,0,0,0,159160,0,2685788,0,882309,0,0,0,0,0,425441,8110,4387891,29061,1663918,461936,1032683,0,1869373,323727,531548,591022,89210,215255,297031,396718,43253,0,0,0,0,0,0,0,0,0,1093509,1630464,0,0,0,0,242626,0,0,528844,18247,78059,0,0,0,0,0,0,0,71976,0,0,249722,0,0,430510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138885,0,1557135,0,0,0,0,0,0,0,0,0,0,636979,0,0,12840,0,0,0,0,0,0,0,0,230799,0,0,0,0,162201,0,0,0,0,0,0,0,0,0,8448,0,168960,0,32440,0,0,0,0,0,0,0,0,0,0
AIAR,0,0,578856,0,0,0,0,0,0,0,23992,0,0,0,0,0,0,38860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4589291,0,2365,22978,0,0,0,0,0,0,43253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52377,0,0,0,0,0,0,0,306831,69949,1419264,0,0,0,0,0,0,0,1132707,0,0,0,281149,1869373,0,5063393,1637560,9123,992808,2432348,4590643,0,0,0,0,0,0,0,0,0,0,0,234178,798167,1755832,1134059,155105,68597,50688,118609,0,544051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40212,0,0,668405,0,0,0,0,0,0,0,1834567,0,0,2035630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569733,0,0,0,0,0,0,0,0,0,0,0
ASKR,0,37847,0,0,0,0,0,0,23654,0,4055,0,0,0,0,0,0,452136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1295247,0,0,0,0,0,0,0,0,0,1689,0,39536,43253,0,0,70287,0,0,0,0,0,0,0,0,29399,0,0,675,0,0,0,0,0,120975,0,329809,0,0,0,0,0,0,0,314265,0,0,4730,805263,323727,5063393,0,3178137,194979,3638384,1261455,6082,0,0,0,4055,0,0,0,0,0,0,2365,0,22978,372049,624814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9123,0,0,0,0,0,80087,0,100024,0,0,0,0,0,0,0,0,0,0,0,1099591,0,517355,2258319,0,0,0,0,0,0,0,157808,0,31426,0,0,0,0,0,0,0,0,0,0,20613,24668,0,0,0,0,0,0,0,0,0,0,0,6082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PVQR,0,0,0,0,0,0,0,0,21288,0,8448,0,0,675,0,0,0,155105,43591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228433,0,2027,6420,0,0,0,0,0,0,34129,0,30412,25006,0,0,0,50350,0,0,0,0,0,0,0,15544,0,33116,52039,0,0,0,3041,0,264591,0,712335,0,0,0,0,0,0,0,1078302,568719,0,1420615,2724648,531548,1637560,3178137,0,2041374,4137154,950231,0,0,0,0,11151,0,0,0,0,0,0,0,0,556216,0,0,0,0,0,0,0,152739,0,0,0,0,0,0,0,0,0,0,0,0,19937,0,0,0,0,0,0,0,221675,0,0,0,0,0,0,0,0,0,0,0,0,35143,818442,1075599,0,0,0,0,0,0,0,0,0,161863,0,0,0,0,0,0,0,0,0,0,23992,38184,0,0,0,0,0,0,0,0,0,2365,0,337,0,0,0,0,0,117934,0,0,0,0,0,0,0,0,0,0,0,0
RMGR,0,0,357181,0,0,0,1831526,845137,218972,225054,1403043,0,0,25344,0,0,0,0,0,0,0,0,1077964,1284096,0,84480,78397,0,0,0,0,0,0,0,0,103403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,473425,280811,0,0,581898,0,155105,449095,0,0,509583,453488,77721,458557,0,0,636641,10137,873861,72990,0,0,0,0,55080,0,0,0,810332,0,0,1117163,0,0,13516,421386,895488,6420,466667,756264,198696,875888,966451,591022,9123,194979,2041374,0,315955,1753804,0,0,171325,490321,205117,2864885,0,0,133816,406855,0,284866,0,349747,0,0,0,0,0,0,135505,1246248,0,2027,375429,306831,559257,0,1306398,0,3444080,190586,714700,0,0,0,0,0,0,0,0,0,0,370022,0,0,0,0,0,0,0,0,0,0,0,1064785,0,177745,571760,201400,614000,0,0,0,0,0,0,323389,30074,1181030,0,0,111175,0,2703,0,63191,633600,372387,242964,5406,18585,0,272701,78059,0,151388,10475,0,0,0,0,0,0,0,0,0,0,0,0,10475,0,0,0,0,0,0,0,0,0
ASJR,0,63528,206807,0,0,249047,0,0,51025,0,158822,0,0,0,0,0,0,7434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23992,0,61839,64204,0,0,11489,0,0,0,0,0,111513,57784,0,0,75018,0,0,0,0,0,51701,0,41902,7772,0,84142,43591,0,0,0,12503,0,0,0,443688,0,0,0,0,0,0,0,0,0,0,862709,596090,89210,992808,3638384,4137154,315955,0,2196480,192952,0,0,0,4730,0,0,0,0,0,0,0,0,47308,0,216268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67246,0,0,0,0,0,0,51025,499107,0,0,0,0,0,0,0,0,0,0,0,0,339609,525803,2703,0,0,0,0,0,0,0,0,0,183490,0,0,0,0,0,0,0,0,0,0,50350,51025,0,0,0,0,0,0,0,0,0,0,0,46295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIMR,0,0,454840,0,0,0,0,0,68597,0,966113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38860,61501,0,0,117258,0,0,0,0,0,50688,99010,0,0,1689,0,0,0,0,0,894474,0,7772,0,0,147333,228096,0,30750,0,0,0,23654,0,6082,0,0,0,0,0,0,0,440647,5744,6758,1047889,886026,215255,2432348,1261455,950231,1753804,2196480,0,2004203,0,0,0,10813,0,0,0,0,0,0,0,81100,194304,31764,175718,0,0,21626,50012,0,590346,0,0,0,0,0,0,0,0,0,0,0,0,216268,0,0,0,0,0,0,190924,0,0,0,0,0,0,0,0,0,0,0,0,0,268984,75018,0,0,0,0,0,0,0,0,0,0,222351,116244,544051,0,0,0,0,0,0,0,27033,169635,57784,0,0,0,292976,0,0,0,0,0,74004,0,62853,0,0,0,0,0,0,0,8448,0,0,0,0,0,0,0,0,0,0
ASGR,0,177408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1080668,0,0,0,0,0,0,0,0,0,6420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1689,890419,0,0,0,0,0,0,0,0,0,0,0,0,297031,4590643,6082,0,0,192952,2004203,0,0,0,0,0,0,0,0,0,0,0,0,0,474101,2162688,1610526,317644,4730,3041,395028,0,21288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,593387,0,167270,457881,47984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23992,0,0,0,0,0,0,0,0,0,0,0
PVPR,0,0,6758,0,0,0,0,0,0,0,867102,0,0,0,0,0,305141,0,0,0,0,0,0,0,0,0,18923,0,0,0,0,0,0,0,0,99010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,671784,0,0,0,0,0,0,55418,2583736,0,0,0,0,0,0,0,0,0,26695,0,0,0,45957,0,273039,71301,0,0,0,0,0,0,172001,1896744,1335797,0,1797734,0,0,396718,0,0,0,0,0,0,0,0,865075,0,0,0,0,0,200048,0,0,0,19261,0,0,0,0,0,0,337,0,269998,39536,4023613,827566,0,0,0,0,0,0,0,0,0,0,0,4730,0,0,0,0,0,0,63866,0,0,0,0,0,0,0,0,0,0,0,0,0,437268,0,0,0,0,0,0,0,0,0,0,7096,0,0,1611202,126720,365291,0,0,0,0,0,0,2025830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84817,0,0,0,0,0,0,0,0,0,0
AVBL,0,0,0,0,0,0,0,0,0,0,14530,0,0,0,0,0,487280,0,0,39874,121313,0,0,80762,0,293652,727203,0,0,0,0,0,0,0,0,1250979,2703,0,0,29061,0,0,0,0,0,0,149022,0,0,0,0,0,0,0,1059379,0,0,0,0,0,0,449771,1074923,0,0,0,0,0,0,0,0,2423900,758292,1552066,1689,8785,709632,57108,907991,63528,0,0,0,0,0,220323,1067827,3178137,0,128071,855613,282839,145305,43253,0,0,0,171325,0,0,0,865075,0,0,0,0,0,0,434903,21964,54405,307507,0,0,0,0,0,0,0,0,0,4730,2058270,1902489,2670919,37509,0,0,102051,63191,0,522086,557568,10137,1002270,630896,6758,1641953,237557,230123,12503,0,0,1665945,38184,0,105768,0,0,0,0,0,0,741734,132126,183828,0,0,0,0,0,0,0,0,0,0,132464,0,0,212551,0,1366886,1402368,158822,0,1937633,1569638,516003,39536,0,117934,0,253777,833986,1689,0,0,502487,0,0,0,0,0,0,71639,583925,3041,201738,0,1066813,0,0,0,0,0,45957,0,6758,40550,0
BWM-DR08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170987,0,0,69273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2112337,2503987,204779,244992,0,0,0,0,0,0,0,0,0,0,0,0,0,4730,0,0,0,0,0,0,5406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16896,0,0,0,0,0,0,0,490321,0,0,0,0,0,0,0,64880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20951,0,104079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,474439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
